"Plot Title: Temp_C2"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20218138, SEN S/N: 20218138)","RH, % (LGR S/N: 20218138, SEN S/N: 20218138)","Button Down (LGR S/N: 20218138)","Button Up (LGR S/N: 20218138)","Stopped (LGR S/N: 20218138)","Started (LGR S/N: 20218138)","End Of File (LGR S/N: 20218138)"
468,09/14/17 11:50:24 AM,22.230,60.210,,,,,
469,09/14/17 11:51:24 AM,22.182,62.481,,,,,
470,09/14/17 11:52:24 AM,22.134,64.305,,,,,
471,09/14/17 11:53:24 AM,22.134,65.879,,,,,
472,09/14/17 11:54:24 AM,22.110,67.321,,,,,
473,09/14/17 11:55:24 AM,22.086,68.553,,,,,
474,09/14/17 11:56:24 AM,22.086,68.946,,,,,
475,09/14/17 11:57:24 AM,22.134,68.972,,,,,
476,09/14/17 11:57:34 AM,,,Logged,,,,
477,09/14/17 11:57:37 AM,,,,,Logged,,Logged
