"Plot Title: 20171008_treatment_partition"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20231555, SEN S/N: 20231555)","RH, % (LGR S/N: 20231555, SEN S/N: 20231555)","Started (LGR S/N: 20231555)","Button Up (LGR S/N: 20231555)","Host Connected (LGR S/N: 20231555)","End Of File (LGR S/N: 20231555)"
105,10/02/17 09:06:54 PM,30.300,24.762,,,,
106,10/02/17 09:07:54 PM,30.300,24.762,,,,
107,10/02/17 09:08:54 PM,30.325,24.753,,,,
108,10/02/17 09:09:54 PM,30.325,24.786,,,,
109,10/02/17 09:10:54 PM,30.325,24.883,,,,
110,10/02/17 09:11:54 PM,30.325,24.720,,,,
111,10/02/17 09:12:54 PM,30.325,24.786,,,,
112,10/02/17 09:13:54 PM,30.350,24.712,,,,
113,10/02/17 09:14:54 PM,30.350,24.745,,,,
114,10/02/17 09:15:54 PM,30.350,24.712,,,,
115,10/02/17 09:16:54 PM,30.350,24.679,,,,
116,10/02/17 09:17:54 PM,30.350,24.745,,,,
117,10/02/17 09:18:54 PM,30.350,24.712,,,,
118,10/02/17 09:19:54 PM,30.350,24.679,,,,
119,10/02/17 09:20:54 PM,30.375,24.603,,,,
120,10/02/17 09:21:54 PM,30.375,24.569,,,,
121,10/02/17 09:22:54 PM,30.375,24.569,,,,
122,10/02/17 09:23:54 PM,30.350,24.440,,,,
123,10/02/17 09:24:54 PM,30.350,24.544,,,,
124,10/02/17 09:25:54 PM,30.350,24.509,,,,
125,10/02/17 09:26:54 PM,30.325,24.552,,,,
126,10/02/17 09:27:54 PM,30.350,24.475,,,,
127,10/02/17 09:28:54 PM,30.350,24.475,,,,
128,10/02/17 09:29:54 PM,30.350,24.440,,,,
129,10/02/17 09:30:54 PM,30.375,24.466,,,,
130,10/02/17 09:31:54 PM,30.375,24.325,,,,
131,10/02/17 09:32:54 PM,30.375,24.290,,,,
132,10/02/17 09:33:54 PM,30.401,24.281,,,,
133,10/02/17 09:34:54 PM,30.426,24.236,,,,
134,10/02/17 09:35:54 PM,30.502,24.173,,,,
135,10/02/17 09:36:54 PM,30.603,24.064,,,,
136,10/02/17 09:37:54 PM,30.755,23.973,,,,
137,10/02/17 09:38:54 PM,30.907,23.766,,,,
138,10/02/17 09:39:54 PM,31.008,23.368,,,,
139,10/02/17 09:40:54 PM,31.034,23.232,,,,
140,10/02/17 09:41:54 PM,30.932,23.052,,,,
141,10/02/17 09:42:54 PM,30.831,23.265,,,,
142,10/02/17 09:43:54 PM,30.755,23.250,,,,
143,10/02/17 09:44:54 PM,30.704,23.354,,,,
144,10/02/17 09:45:54 PM,30.679,23.363,,,,
145,10/02/17 09:46:54 PM,30.653,23.415,,,,
146,10/02/17 09:47:54 PM,30.628,23.382,,,,
147,10/02/17 09:48:54 PM,30.603,23.475,,,,
148,10/02/17 09:49:54 PM,30.577,23.443,,,,
149,10/02/17 09:50:54 PM,30.603,23.433,,,,
150,10/02/17 09:51:54 PM,30.603,23.349,,,,
151,10/02/17 09:52:54 PM,30.577,23.484,,,,
152,10/02/17 09:53:54 PM,30.577,23.358,,,,
153,10/02/17 09:54:54 PM,30.552,23.282,,,,
154,10/02/17 09:55:54 PM,30.527,23.334,,,,
155,10/02/17 09:56:54 PM,30.502,23.429,,,,
156,10/02/17 09:57:54 PM,30.502,23.429,,,,
157,10/02/17 09:58:54 PM,30.476,23.353,,,,
158,10/02/17 09:59:54 PM,30.451,23.276,,,,
159,10/02/17 10:00:54 PM,30.451,23.276,,,,
160,10/02/17 10:01:54 PM,30.451,23.232,,,,
161,10/02/17 10:02:54 PM,30.451,23.276,,,,
162,10/02/17 10:03:54 PM,30.451,23.276,,,,
163,10/02/17 10:04:54 PM,30.451,23.143,,,,
164,10/02/17 10:05:54 PM,30.426,23.285,,,,
165,10/02/17 10:06:54 PM,30.451,23.143,,,,
166,10/02/17 10:07:54 PM,30.502,23.124,,,,
167,10/02/17 10:08:54 PM,30.552,23.060,,,,
168,10/02/17 10:09:54 PM,30.628,22.941,,,,
169,10/02/17 10:10:54 PM,30.755,22.846,,,,
170,10/02/17 10:11:54 PM,30.805,22.636,,,,
171,10/02/17 10:12:54 PM,30.831,22.429,,,,
172,10/02/17 10:13:54 PM,30.881,22.307,,,,
173,10/02/17 10:14:54 PM,30.881,22.255,,,,
174,10/02/17 10:15:54 PM,30.780,22.295,,,,
175,10/02/17 10:16:54 PM,30.704,22.273,,,,
176,10/02/17 10:17:54 PM,30.653,22.447,,,,
177,10/02/17 10:18:54 PM,30.603,22.365,,,,
178,10/02/17 10:19:54 PM,30.577,22.477,,,,
179,10/02/17 10:20:54 PM,30.552,22.537,,,,
180,10/02/17 10:21:54 PM,30.527,22.497,,,,
181,10/02/17 10:22:54 PM,30.502,22.506,,,,
182,10/02/17 10:23:54 PM,30.476,22.616,,,,
183,10/02/17 10:24:54 PM,30.451,22.626,,,,
184,10/02/17 10:25:54 PM,30.426,22.586,,,,
185,10/02/17 10:26:54 PM,30.426,22.586,,,,
186,10/02/17 10:27:54 PM,30.401,22.744,,,,
187,10/02/17 10:28:54 PM,30.375,22.801,,,,
188,10/02/17 10:29:54 PM,30.350,22.714,,,,
189,10/02/17 10:30:54 PM,30.350,22.811,,,,
190,10/02/17 10:31:54 PM,30.325,22.724,,,,
191,10/02/17 10:32:54 PM,30.325,22.773,,,,
192,10/02/17 10:33:54 PM,30.325,22.773,,,,
193,10/02/17 10:34:54 PM,30.325,22.724,,,,
194,10/02/17 10:35:54 PM,30.300,22.830,,,,
195,10/02/17 10:36:54 PM,30.300,22.782,,,,
196,10/02/17 10:37:54 PM,30.300,22.782,,,,
197,10/02/17 10:38:54 PM,30.249,22.802,,,,
198,10/02/17 10:39:54 PM,30.249,22.753,,,,
199,10/02/17 10:40:54 PM,30.249,22.753,,,,
200,10/02/17 10:41:54 PM,30.249,22.802,,,,
201,10/02/17 10:42:54 PM,30.275,22.743,,,,
202,10/02/17 10:43:54 PM,30.249,22.753,,,,
203,10/02/17 10:44:54 PM,30.275,22.645,,,,
204,10/02/17 10:45:54 PM,30.275,22.743,,,,
205,10/02/17 10:46:54 PM,30.275,22.694,,,,
206,10/02/17 10:47:54 PM,30.275,22.645,,,,
207,10/02/17 10:48:54 PM,30.275,22.544,,,,
208,10/02/17 10:49:54 PM,30.275,22.645,,,,
209,10/02/17 10:50:54 PM,30.275,22.595,,,,
210,10/02/17 10:51:54 PM,30.249,22.605,,,,
211,10/02/17 10:52:54 PM,30.224,22.714,,,,
212,10/02/17 10:53:54 PM,30.224,22.714,,,,
213,10/02/17 10:54:54 PM,30.199,22.574,,,,
214,10/02/17 10:55:54 PM,30.199,22.674,,,,
215,10/02/17 10:56:54 PM,30.199,22.674,,,,
216,10/02/17 10:57:54 PM,30.224,22.410,,,,
217,10/02/17 10:58:54 PM,30.275,22.493,,,,
218,10/02/17 10:59:54 PM,30.275,22.493,,,,
219,10/02/17 11:00:54 PM,30.275,22.442,,,,
220,10/02/17 11:01:54 PM,30.275,22.544,,,,
221,10/02/17 11:02:54 PM,30.275,22.390,,,,
222,10/02/17 11:03:54 PM,30.275,22.493,,,,
223,10/02/17 11:04:54 PM,30.275,22.442,,,,
