Serial Number:20053111 --

Date Time - GMT +03:00,"Temp, (*F)","RH, (%)","DewPt, (*F)",Host Connect,Started,EOF,
2017-09-13 09:40:14,66.51,63.94,53.97, , , ,
2017-09-13 09:50:14,65.35,64.79,53.23, , , ,
2017-09-13 10:00:14,65.66,65.73,53.92, , , ,
2017-09-13 10:10:14,65.97,64.85,53.84, , , ,
2017-09-13 10:20:14,66.90,63.27,54.05, , , ,
2017-09-13 10:30:14,67.44,61.86,53.94, , , ,
2017-09-13 10:40:14,67.21,61.13,53.40, , , ,
2017-09-13 10:50:14,68.91,59.09,54.07, , , ,
2017-09-13 11:00:14,69.76,57.94,54.33, , , ,
2017-09-13 11:10:14,69.60,57.17,53.81, , , ,
2017-09-13 11:20:14,69.52,58.16,54.21, , , ,
2017-09-13 11:30:14,69.06,57.88,53.65, , , ,
2017-09-13 11:40:14,69.68,56.95,53.78, , , ,
2017-09-13 11:50:14,69.29,56.89,53.39, , , ,
2017-09-13 12:00:14,70.91,55.54,54.25, , , ,
2017-09-13 12:10:14,70.53,54.51,53.37, , , ,
2017-09-13 12:20:14,70.91,55.04,54.00, , , ,
2017-09-13 12:30:14,71.84,53.38,54.02, , , ,
2017-09-13 12:40:14,72.84,51.73,54.09, , , ,
2017-09-13 12:50:14,73.15,50.94,53.95, , , ,
2017-09-13 13:00:14,78.10,44.69,54.87, , , ,
2017-09-13 13:10:14,78.17,43.91,54.46, , , ,
2017-09-13 13:18:51, , , ,Logged, ,Logged,
