"Plot Title: treatment_2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20218127, SEN S/N: 20218127)","RH, % (LGR S/N: 20218127, SEN S/N: 20218127)","Started (LGR S/N: 20218127)","Button Up (LGR S/N: 20218127)","Button Down (LGR S/N: 20218127)","Stopped (LGR S/N: 20218127)","Host Connected (LGR S/N: 20218127)","End Of File (LGR S/N: 20218127)"
1,09/11/17 12:45:36 PM,25.628,45.348,Logged,,,,,
2,09/11/17 12:45:37 PM,,,,Logged,,,,
3,09/11/17 12:46:36 PM,25.652,43.300,,,,,,
4,09/11/17 12:47:36 PM,25.603,42.870,,,,,,
5,09/11/17 12:48:36 PM,25.579,43.022,,,,,,
6,09/11/17 12:49:36 PM,25.506,43.104,,,,,,
7,09/11/17 12:50:36 PM,25.458,43.118,,,,,,
8,09/11/17 12:51:36 PM,25.385,43.185,,,,,,
9,09/11/17 12:52:36 PM,25.288,43.313,,,,,,
10,09/11/17 12:53:36 PM,25.239,43.434,,,,,,
11,09/11/17 12:54:36 PM,25.191,43.495,,,,,,
12,09/11/17 12:55:36 PM,25.167,43.609,,,,,,
13,09/11/17 12:56:36 PM,25.167,43.817,,,,,,
14,09/11/17 12:57:36 PM,25.215,44.082,,,,,,
15,09/11/17 12:58:36 PM,25.239,44.456,,,,,,
16,09/11/17 12:59:36 PM,25.264,44.715,,,,,,
17,09/11/17 01:00:36 PM,25.288,44.897,,,,,,
18,09/11/17 01:01:36 PM,25.288,44.961,,,,,,
19,09/11/17 01:02:36 PM,25.264,45.007,,,,,,
20,09/11/17 01:03:36 PM,25.239,45.030,,,,,,
21,09/11/17 01:04:36 PM,25.239,45.054,,,,,,
22,09/11/17 01:05:36 PM,25.239,45.014,,,,,,
23,09/11/17 01:06:36 PM,25.239,45.085,,,,,,
24,09/11/17 01:07:36 PM,25.215,45.084,,,,,,
25,09/11/17 01:08:36 PM,25.167,45.059,,,,,,
26,09/11/17 01:09:36 PM,25.118,44.978,,,,,,
27,09/11/17 01:10:36 PM,25.070,44.921,,,,,,
28,09/11/17 01:11:36 PM,25.021,44.809,,,,,,
29,09/11/17 01:12:36 PM,24.948,44.822,,,,,,
30,09/11/17 01:13:36 PM,24.900,44.820,,,,,,
31,09/11/17 01:14:36 PM,24.876,44.780,,,,,,
32,09/11/17 01:15:36 PM,24.852,44.756,,,,,,
33,09/11/17 01:16:36 PM,24.827,44.731,,,,,,
34,09/11/17 01:17:36 PM,24.803,44.777,,,,,,
35,09/11/17 01:18:36 PM,24.827,44.770,,,,,,
36,09/11/17 01:19:36 PM,24.827,44.637,,,,,,
37,09/11/17 01:20:36 PM,24.803,44.574,,,,,,
38,09/11/17 01:21:36 PM,24.803,44.512,,,,,,
39,09/11/17 01:22:36 PM,24.779,44.488,,,,,,
40,09/11/17 01:23:36 PM,24.755,44.471,,,,,,
41,09/11/17 01:24:36 PM,24.779,44.558,,,,,,
42,09/11/17 01:25:36 PM,24.803,44.707,,,,,,
43,09/11/17 01:26:36 PM,24.852,44.795,,,,,,
44,09/11/17 01:27:36 PM,24.852,44.811,,,,,,
45,09/11/17 01:28:36 PM,24.852,44.685,,,,,,
46,09/11/17 01:29:36 PM,24.852,44.693,,,,,,
47,09/11/17 01:30:36 PM,24.852,44.545,,,,,,
