"Plot Title: treatment_4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20218126, SEN S/N: 20218126)","RH, % (LGR S/N: 20218126, SEN S/N: 20218126)","Started (LGR S/N: 20218126)","Button Up (LGR S/N: 20218126)","Button Down (LGR S/N: 20218126)","Stopped (LGR S/N: 20218126)","Host Connected (LGR S/N: 20218126)","End Of File (LGR S/N: 20218126)"
1,09/11/17 12:45:28 PM,25.603,43.954,Logged,,,,,
2,09/11/17 12:45:30 PM,,,,Logged,,,,
3,09/11/17 12:46:28 PM,25.652,42.604,,,,,,
4,09/11/17 12:47:28 PM,25.603,42.275,,,,,,
5,09/11/17 12:48:28 PM,25.603,42.458,,,,,,
6,09/11/17 12:49:28 PM,25.531,42.601,,,,,,
7,09/11/17 12:50:28 PM,25.482,42.607,,,,,,
8,09/11/17 12:51:28 PM,25.409,42.674,,,,,,
9,09/11/17 12:52:28 PM,25.312,42.816,,,,,,
10,09/11/17 12:53:28 PM,25.264,42.922,,,,,,
11,09/11/17 12:54:28 PM,25.215,42.990,,,,,,
12,09/11/17 12:55:28 PM,25.191,43.065,,,,,,
13,09/11/17 12:56:28 PM,25.191,43.318,,,,,,
14,09/11/17 12:57:28 PM,25.215,43.572,,,,,,
15,09/11/17 12:58:28 PM,25.239,43.959,,,,,,
16,09/11/17 12:59:28 PM,25.239,44.285,,,,,,
17,09/11/17 01:00:28 PM,25.264,44.465,,,,,,
18,09/11/17 01:01:28 PM,25.264,44.590,,,,,,
19,09/11/17 01:02:28 PM,25.239,44.628,,,,,,
20,09/11/17 01:03:28 PM,25.215,44.667,,,,,,
21,09/11/17 01:04:28 PM,25.239,44.675,,,,,,
22,09/11/17 01:05:28 PM,25.215,44.667,,,,,,
23,09/11/17 01:06:28 PM,25.215,44.698,,,,,,
24,09/11/17 01:07:28 PM,25.191,44.729,,,,,,
25,09/11/17 01:08:28 PM,25.167,44.696,,,,,,
26,09/11/17 01:09:28 PM,25.118,44.601,,,,,,
27,09/11/17 01:10:28 PM,25.070,44.536,,,,,,
28,09/11/17 01:11:28 PM,24.997,44.448,,,,,,
29,09/11/17 01:12:28 PM,24.948,44.454,,,,,,
30,09/11/17 01:13:28 PM,24.900,44.437,,,,,,
31,09/11/17 01:14:28 PM,24.876,44.389,,,,,,
32,09/11/17 01:15:28 PM,24.852,44.389,,,,,,
33,09/11/17 01:16:28 PM,24.803,44.348,,,,,,
34,09/11/17 01:17:28 PM,24.803,44.364,,,,,,
35,09/11/17 01:18:28 PM,24.827,44.419,,,,,,
36,09/11/17 01:19:28 PM,24.827,44.264,,,,,,
37,09/11/17 01:20:28 PM,24.827,44.178,,,,,,
38,09/11/17 01:21:28 PM,24.803,44.123,,,,,,
39,09/11/17 01:22:28 PM,24.779,44.107,,,,,,
40,09/11/17 01:23:28 PM,24.803,44.069,,,,,,
41,09/11/17 01:24:28 PM,24.803,44.147,,,,,,
42,09/11/17 01:25:28 PM,24.827,44.279,,,,,,
43,09/11/17 01:26:28 PM,24.852,44.389,,,,,,
44,09/11/17 01:27:28 PM,24.876,44.389,,,,,,
45,09/11/17 01:28:28 PM,24.876,44.296,,,,,,
46,09/11/17 01:29:28 PM,24.876,44.265,,,,,,
47,09/11/17 01:30:28 PM,24.876,44.188,,,,,,
48,09/11/17 01:31:28 PM,24.852,44.140,,,,,,
49,09/11/17 01:32:28 PM,24.876,44.172,,,,,,
50,09/11/17 01:33:28 PM,24.876,44.126,,,,,,
51,09/11/17 01:34:28 PM,24.876,44.087,,,,,,
52,09/11/17 01:35:28 PM,24.876,44.102,,,,,,
53,09/11/17 01:36:28 PM,24.900,44.041,,,,,,
54,09/11/17 01:37:28 PM,24.924,43.926,,,,,,
55,09/11/17 01:38:28 PM,24.948,43.826,,,,,,
56,09/11/17 01:39:28 PM,24.948,43.796,,,,,,
57,09/11/17 01:40:28 PM,24.948,43.780,,,,,,
58,09/11/17 01:41:28 PM,24.948,43.742,,,,,,
59,09/11/17 01:42:28 PM,24.948,43.688,,,,,,
60,09/11/17 01:43:28 PM,24.948,43.657,,,,,,
61,09/11/17 01:44:28 PM,24.924,43.626,,,,,,
62,09/11/17 01:45:28 PM,24.948,43.572,,,,,,
63,09/11/17 01:46:28 PM,24.924,43.626,,,,,,
64,09/11/17 01:47:28 PM,24.997,43.612,,,,,,
65,09/11/17 01:48:28 PM,25.021,43.498,,,,,,
66,09/11/17 01:49:28 PM,24.997,43.482,,,,,,
67,09/11/17 01:50:28 PM,25.094,43.738,,,,,,
68,09/11/17 01:51:28 PM,25.264,43.328,,,,,,
69,09/11/17 01:52:28 PM,25.361,43.032,,,,,,
70,09/11/17 01:53:28 PM,25.385,42.826,,,,,,
71,09/11/17 01:54:28 PM,25.458,42.675,,,,,,
72,09/11/17 01:55:28 PM,25.506,42.531,,,,,,
73,09/11/17 01:56:28 PM,25.531,42.410,,,,,,
74,09/11/17 01:57:28 PM,25.531,42.372,,,,,,
75,09/11/17 01:58:28 PM,25.531,42.342,,,,,,
76,09/11/17 01:59:28 PM,25.506,42.326,,,,,,
77,09/11/17 02:00:28 PM,25.531,42.342,,,,,,
78,09/11/17 02:01:28 PM,25.555,42.312,,,,,,
79,09/11/17 02:02:28 PM,25.579,42.297,,,,,,
80,09/11/17 02:03:28 PM,25.628,42.245,,,,,,
81,09/11/17 02:04:28 PM,25.652,42.177,,,,,,
82,09/11/17 02:05:28 PM,25.701,42.118,,,,,,
83,09/11/17 02:06:28 PM,25.701,42.064,,,,,,
84,09/11/17 02:07:28 PM,25.701,42.026,,,,,,
85,09/11/17 02:08:28 PM,25.725,41.996,,,,,,
86,09/11/17 02:09:28 PM,25.725,41.936,,,,,,
87,09/11/17 02:10:28 PM,25.798,41.907,,,,,,
88,09/11/17 02:11:28 PM,25.968,41.744,,,,,,
89,09/11/17 02:12:28 PM,26.066,41.510,,,,,,
90,09/11/17 02:13:28 PM,26.066,41.358,,,,,,
91,09/11/17 02:14:28 PM,26.066,41.267,,,,,,
92,09/11/17 02:15:28 PM,26.066,41.214,,,,,,
93,09/11/17 02:16:28 PM,26.139,41.125,,,,,,
94,09/11/17 02:17:28 PM,26.188,41.042,,,,,,
95,09/11/17 02:18:28 PM,26.310,41.684,,,,,,
96,09/11/17 02:19:28 PM,26.407,42.021,,,,,,
97,09/11/17 02:20:28 PM,26.456,41.930,,,,,,
98,09/11/17 02:21:28 PM,26.383,42.226,,,,,,
99,09/11/17 02:22:28 PM,26.359,42.515,,,,,,
100,09/11/17 02:23:28 PM,26.285,42.773,,,,,,
101,09/11/17 02:24:28 PM,26.237,43.086,,,,,,
102,09/11/17 02:25:28 PM,26.237,43.324,,,,,,
103,09/11/17 02:26:28 PM,26.285,43.557,,,,,,
104,09/11/17 02:27:28 PM,26.334,43.675,,,,,,
105,09/11/17 02:28:28 PM,26.334,43.815,,,,,,
106,09/11/17 02:29:28 PM,26.456,43.897,,,,,,
107,09/11/17 02:30:28 PM,26.603,43.808,,,,,,
108,09/11/17 02:31:28 PM,26.652,43.685,,,,,,
109,09/11/17 02:32:28 PM,26.676,43.694,,,,,,
110,09/11/17 02:33:28 PM,26.774,44.221,,,,,,
111,09/11/17 02:34:28 PM,26.554,43.830,,,,,,
112,09/11/17 02:35:28 PM,26.359,44.151,,,,,,
113,09/11/17 02:36:28 PM,26.212,44.365,,,,,,
114,09/11/17 02:37:28 PM,26.090,44.557,,,,,,
115,09/11/17 02:38:28 PM,26.017,44.752,,,,,,
116,09/11/17 02:39:28 PM,25.944,45.042,,,,,,
117,09/11/17 02:40:28 PM,25.920,45.297,,,,,,
118,09/11/17 02:41:28 PM,25.920,45.465,,,,,,
119,09/11/17 02:42:28 PM,25.871,45.479,,,,,,
120,09/11/17 02:43:28 PM,25.822,45.541,,,,,,
121,09/11/17 02:44:28 PM,25.798,45.524,,,,,,
122,09/11/17 02:45:28 PM,25.774,45.604,,,,,,
123,09/11/17 02:46:28 PM,25.774,45.701,,,,,,
124,09/11/17 02:47:28 PM,25.798,45.678,,,,,,
125,09/11/17 02:48:28 PM,25.774,45.709,,,,,,
126,09/11/17 02:49:28 PM,25.774,45.652,,,,,,
127,09/11/17 02:50:28 PM,25.774,45.644,,,,,,
128,09/11/17 02:51:28 PM,25.774,45.563,,,,,,
129,09/11/17 02:52:28 PM,25.774,45.555,,,,,,
130,09/11/17 02:53:28 PM,25.774,45.790,,,,,,
131,09/11/17 02:54:28 PM,25.774,45.588,,,,,,
132,09/11/17 02:55:28 PM,25.774,45.467,,,,,,
133,09/11/17 02:56:28 PM,25.749,45.466,,,,,,
134,09/11/17 02:57:28 PM,25.749,45.522,,,,,,
135,09/11/17 02:58:28 PM,25.749,45.530,,,,,,
136,09/11/17 02:59:28 PM,25.749,45.474,,,,,,
137,09/11/17 03:00:28 PM,25.749,45.498,,,,,,
138,09/11/17 03:01:28 PM,25.749,45.426,,,,,,
139,09/11/17 03:02:28 PM,25.749,45.305,,,,,,
140,09/11/17 03:03:28 PM,25.774,45.171,,,,,,
141,09/11/17 03:04:28 PM,25.774,45.083,,,,,,
142,09/11/17 03:05:28 PM,25.774,44.980,,,,,,
143,09/11/17 03:06:28 PM,25.774,44.885,,,,,,
144,09/11/17 03:07:28 PM,25.749,44.828,,,,,,
145,09/11/17 03:08:28 PM,25.749,44.844,,,,,,
146,09/11/17 03:09:28 PM,25.749,44.797,,,,,,
147,09/11/17 03:10:28 PM,25.749,44.718,,,,,,
148,09/11/17 03:11:28 PM,25.749,44.678,,,,,,
149,09/11/17 03:12:28 PM,25.749,44.655,,,,,,
150,09/11/17 03:13:28 PM,25.749,44.655,,,,,,
151,09/11/17 03:14:28 PM,25.725,44.497,,,,,,
152,09/11/17 03:15:28 PM,25.701,44.606,,,,,,
153,09/11/17 03:16:28 PM,25.701,44.543,,,,,,
154,09/11/17 03:17:28 PM,25.701,44.566,,,,,,
155,09/11/17 03:18:28 PM,25.725,44.583,,,,,,
156,09/11/17 03:19:28 PM,25.749,44.490,,,,,,
157,09/11/17 03:20:28 PM,25.774,44.428,,,,,,
158,09/11/17 03:21:28 PM,25.774,44.404,,,,,,
159,09/11/17 03:22:28 PM,25.798,44.319,,,,,,
160,09/11/17 03:23:28 PM,25.847,44.235,,,,,,
161,09/11/17 03:24:28 PM,25.895,44.003,,,,,,
162,09/11/17 03:25:28 PM,25.993,44.255,,,,,,
163,09/11/17 03:26:28 PM,26.139,43.925,,,,,,
164,09/11/17 03:27:28 PM,26.163,43.763,,,,,,
165,09/11/17 03:28:28 PM,26.212,43.640,,,,,,
166,09/11/17 03:29:28 PM,26.237,43.525,,,,,,
167,09/11/17 03:30:28 PM,26.237,43.417,,,,,,
168,09/11/17 03:31:28 PM,26.285,43.357,,,,,,
169,09/11/17 03:32:28 PM,26.456,43.215,,,,,,
170,09/11/17 03:33:28 PM,26.579,42.927,,,,,,
171,09/11/17 03:34:28 PM,26.676,42.676,,,,,,
172,09/11/17 03:35:28 PM,26.750,42.441,,,,,,
173,09/11/17 03:36:28 PM,26.897,42.552,,,,,,
174,09/11/17 03:37:28 PM,27.118,42.512,,,,,,
175,09/11/17 03:38:28 PM,27.216,42.110,,,,,,
176,09/11/17 03:39:28 PM,27.240,41.775,,,,,,
177,09/11/17 03:40:28 PM,27.240,41.524,,,,,,
178,09/11/17 03:41:28 PM,27.191,41.249,,,,,,
179,09/11/17 03:42:28 PM,27.191,40.884,,,,,,
180,09/11/17 03:43:28 PM,27.290,40.795,,,,,,
181,09/11/17 03:44:28 PM,27.167,40.533,,,,,,
182,09/11/17 03:45:28 PM,26.897,40.641,,,,,,
183,09/11/17 03:46:28 PM,26.701,40.834,,,,,,
184,09/11/17 03:47:28 PM,26.603,41.052,,,,,,
185,09/11/17 03:48:28 PM,26.481,41.277,,,,,,
186,09/11/17 03:49:28 PM,26.407,41.450,,,,,,
187,09/11/17 03:50:28 PM,26.334,41.593,,,,,,
188,09/11/17 03:51:28 PM,26.310,41.623,,,,,,
189,09/11/17 03:52:28 PM,26.261,41.660,,,,,,
190,09/11/17 03:53:28 PM,26.212,41.719,,,,,,
191,09/11/17 03:54:28 PM,26.188,41.757,,,,,,
192,09/11/17 03:55:28 PM,26.163,41.733,,,,,,
193,09/11/17 03:56:28 PM,26.139,41.755,,,,,,
194,09/11/17 03:57:28 PM,26.163,41.726,,,,,,
195,09/11/17 03:58:28 PM,26.115,41.747,,,,,,
196,09/11/17 03:59:28 PM,26.066,41.761,,,,,,
197,09/11/17 04:00:28 PM,26.042,41.761,,,,,,
198,09/11/17 04:01:28 PM,26.017,41.882,,,,,,
199,09/11/17 04:02:28 PM,26.017,42.019,,,,,,
200,09/11/17 04:03:28 PM,26.017,42.110,,,,,,
201,09/11/17 04:04:28 PM,26.017,42.300,,,,,,
202,09/11/17 04:05:28 PM,25.993,42.422,,,,,,
203,09/11/17 04:06:28 PM,25.993,42.582,,,,,,
204,09/11/17 04:07:28 PM,25.993,42.689,,,,,,
205,09/11/17 04:08:28 PM,25.968,42.803,,,,,,
206,09/11/17 04:09:28 PM,25.944,42.948,,,,,,
207,09/11/17 04:10:28 PM,25.920,43.108,,,,,,
208,09/11/17 04:11:28 PM,25.920,43.261,,,,,,
209,09/11/17 04:12:28 PM,25.920,43.392,,,,,,
210,09/11/17 04:13:28 PM,25.920,43.523,,,,,,
211,09/11/17 04:14:28 PM,25.895,43.646,,,,,,
212,09/11/17 04:15:28 PM,25.871,43.754,,,,,,
213,09/11/17 04:16:28 PM,25.871,43.885,,,,,,
214,09/11/17 04:17:28 PM,25.871,44.025,,,,,,
215,09/11/17 04:18:28 PM,25.871,44.142,,,,,,
216,09/11/17 04:19:28 PM,25.895,44.221,,,,,,
217,09/11/17 04:20:28 PM,25.920,44.261,,,,,,
218,09/11/17 04:21:28 PM,25.920,44.315,,,,,,
219,09/11/17 04:22:28 PM,25.920,44.355,,,,,,
220,09/11/17 04:23:28 PM,25.920,44.512,,,,,,
221,09/11/17 04:24:28 PM,25.968,44.521,,,,,,
222,09/11/17 04:25:28 PM,25.968,44.545,,,,,,
223,09/11/17 04:26:28 PM,25.920,44.645,,,,,,
224,09/11/17 04:27:28 PM,25.944,44.804,,,,,,
225,09/11/17 04:28:28 PM,25.968,44.932,,,,,,
226,09/11/17 04:29:28 PM,25.993,45.196,,,,,,
227,09/11/17 04:30:28 PM,25.968,45.163,,,,,,
228,09/11/17 04:31:28 PM,26.212,48.379,,,,,,
229,09/11/17 04:32:28 PM,26.750,47.400,,,,,,
230,09/11/17 04:33:28 PM,27.216,46.256,,,,,,
231,09/11/17 04:34:28 PM,27.634,45.297,,,,,,
232,09/11/17 04:35:28 PM,27.955,44.433,,,,,,
233,09/11/17 04:36:28 PM,28.227,43.786,,,,,,
234,09/11/17 04:37:28 PM,28.450,43.215,,,,,,
235,09/11/17 04:38:28 PM,28.599,42.777,,,,,,
236,09/11/17 04:39:28 PM,28.723,42.388,,,,,,
237,09/11/17 04:40:28 PM,28.847,42.715,,,,,,
238,09/11/17 04:41:28 PM,28.947,41.995,,,,,,
239,09/11/17 04:42:28 PM,28.997,41.690,,,,,,
240,09/11/17 04:43:28 PM,29.096,43.614,,,,,,
241,09/11/17 04:44:28 PM,29.022,42.112,,,,,,
242,09/11/17 04:45:28 PM,28.872,41.694,,,,,,
243,09/11/17 04:46:28 PM,28.748,41.867,,,,,,
244,09/11/17 04:47:28 PM,28.648,42.063,,,,,,
245,09/11/17 04:48:28 PM,28.574,42.077,,,,,,
246,09/11/17 04:49:28 PM,28.499,42.305,,,,,,
247,09/11/17 04:50:28 PM,28.425,42.564,,,,,,
248,09/11/17 04:51:28 PM,28.375,42.740,,,,,,
249,09/11/17 04:52:28 PM,28.351,42.824,,,,,,
250,09/11/17 04:53:28 PM,28.326,43.001,,,,,,
251,09/11/17 04:54:28 PM,28.301,43.156,,,,,,
252,09/11/17 04:55:28 PM,28.276,43.303,,,,,,
253,09/11/17 04:56:28 PM,28.252,43.419,,,,,,
254,09/11/17 04:57:28 PM,28.252,43.513,,,,,,
255,09/11/17 04:58:28 PM,28.227,43.614,,,,,,
256,09/11/17 04:59:28 PM,28.227,43.700,,,,,,
257,09/11/17 05:00:28 PM,28.202,43.785,,,,,,
258,09/11/17 05:01:28 PM,28.202,43.856,,,,,,
259,09/11/17 05:02:28 PM,28.202,43.904,,,,,,
260,09/11/17 05:03:28 PM,28.177,43.958,,,,,,
261,09/11/17 05:04:28 PM,28.177,44.021,,,,,,
262,09/11/17 05:05:28 PM,28.153,44.068,,,,,,
263,09/11/17 05:06:28 PM,28.153,44.123,,,,,,
264,09/11/17 05:07:28 PM,28.153,44.163,,,,,,
265,09/11/17 05:08:28 PM,28.153,44.218,,,,,,
266,09/11/17 05:09:28 PM,28.153,44.242,,,,,,
267,09/11/17 05:10:28 PM,28.128,44.297,,,,,,
268,09/11/17 05:11:28 PM,28.128,44.345,,,,,,
269,09/11/17 05:12:28 PM,28.128,44.408,,,,,,
270,09/11/17 05:13:28 PM,28.128,44.456,,,,,,
271,09/11/17 05:14:28 PM,28.128,44.504,,,,,,
272,09/11/17 05:15:28 PM,28.103,44.607,,,,,,
273,09/11/17 05:16:28 PM,28.103,44.591,,,,,,
274,09/11/17 05:17:28 PM,28.128,44.640,,,,,,
275,09/11/17 05:18:28 PM,28.128,44.657,,,,,,
276,09/11/17 05:19:28 PM,28.128,44.649,,,,,,
277,09/11/17 05:20:28 PM,28.128,44.681,,,,,,
278,09/11/17 05:21:28 PM,28.128,44.713,,,,,,
279,09/11/17 05:22:28 PM,28.128,44.801,,,,,,
280,09/11/17 05:23:28 PM,28.153,45.078,,,,,,
281,09/11/17 05:24:28 PM,28.202,45.227,,,,,,
282,09/11/17 05:25:28 PM,28.227,45.155,,,,,,
283,09/11/17 05:26:28 PM,28.252,45.132,,,,,,
284,09/11/17 05:27:28 PM,28.276,45.133,,,,,,
285,09/11/17 05:28:28 PM,28.301,45.094,,,,,,
286,09/11/17 05:29:28 PM,28.301,45.069,,,,,,
287,09/11/17 05:30:28 PM,28.326,45.070,,,,,,
288,09/11/17 05:31:28 PM,28.326,45.070,,,,,,
289,09/11/17 05:32:28 PM,28.351,45.055,,,,,,
290,09/11/17 05:33:28 PM,28.351,45.080,,,,,,
291,09/11/17 05:34:28 PM,28.375,45.048,,,,,,
292,09/11/17 05:35:28 PM,28.375,45.073,,,,,,
293,09/11/17 05:36:28 PM,28.400,45.050,,,,,,
294,09/11/17 05:37:28 PM,28.425,45.059,,,,,,
295,09/11/17 05:38:28 PM,28.400,45.090,,,,,,
296,09/11/17 05:39:28 PM,28.425,45.083,,,,,,
297,09/11/17 05:40:28 PM,28.425,45.083,,,,,,
