"Plot Title: treatment_3"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20218143, SEN S/N: 20218143)","RH, % (LGR S/N: 20218143, SEN S/N: 20218143)","Started (LGR S/N: 20218143)","Button Up (LGR S/N: 20218143)","Button Down (LGR S/N: 20218143)","Stopped (LGR S/N: 20218143)","Host Connected (LGR S/N: 20218143)","End Of File (LGR S/N: 20218143)"
1,09/11/17 12:45:29 PM,25.628,44.227,Logged,,,,,
2,09/11/17 12:45:30 PM,,,,Logged,,,,
3,09/11/17 12:46:29 PM,25.652,42.879,,,,,,
4,09/11/17 12:47:29 PM,25.579,42.236,,,,,,
5,09/11/17 12:48:29 PM,25.531,42.403,,,,,,
6,09/11/17 12:49:29 PM,25.458,42.546,,,,,,
7,09/11/17 12:50:29 PM,25.385,42.567,,,,,,
8,09/11/17 12:51:29 PM,25.312,42.633,,,,,,
9,09/11/17 12:52:29 PM,25.239,42.761,,,,,,
10,09/11/17 12:53:29 PM,25.167,42.904,,,,,,
11,09/11/17 12:54:29 PM,25.118,42.964,,,,,,
12,09/11/17 12:55:29 PM,25.094,43.055,,,,,,
13,09/11/17 12:56:29 PM,25.094,43.292,,,,,,
14,09/11/17 12:57:29 PM,25.118,43.546,,,,,,
15,09/11/17 12:58:29 PM,25.167,43.895,,,,,,
16,09/11/17 12:59:29 PM,25.191,44.197,,,,,,
17,09/11/17 01:00:29 PM,25.215,44.369,,,,,,
18,09/11/17 01:01:29 PM,25.215,44.471,,,,,,
19,09/11/17 01:02:29 PM,25.191,44.517,,,,,,
20,09/11/17 01:03:29 PM,25.191,44.540,,,,,,
21,09/11/17 01:04:29 PM,25.191,44.556,,,,,,
22,09/11/17 01:05:29 PM,25.191,44.533,,,,,,
23,09/11/17 01:06:29 PM,25.167,44.563,,,,,,
24,09/11/17 01:07:29 PM,25.167,44.587,,,,,,
25,09/11/17 01:08:29 PM,25.118,44.554,,,,,,
26,09/11/17 01:09:29 PM,25.070,44.474,,,,,,
27,09/11/17 01:10:29 PM,25.021,44.418,,,,,,
28,09/11/17 01:11:29 PM,24.948,44.322,,,,,,
29,09/11/17 01:12:29 PM,24.900,44.328,,,,,,
30,09/11/17 01:13:29 PM,24.852,44.326,,,,,,
31,09/11/17 01:14:29 PM,24.827,44.279,,,,,,
32,09/11/17 01:15:29 PM,24.803,44.263,,,,,,
33,09/11/17 01:16:29 PM,24.755,44.246,,,,,,
34,09/11/17 01:17:29 PM,24.755,44.269,,,,,,
35,09/11/17 01:18:29 PM,24.779,44.293,,,,,,
36,09/11/17 01:19:29 PM,24.779,44.169,,,,,,
37,09/11/17 01:20:29 PM,24.755,44.083,,,,,,
38,09/11/17 01:21:29 PM,24.779,44.014,,,,,,
39,09/11/17 01:22:29 PM,24.755,43.990,,,,,,
40,09/11/17 01:23:29 PM,24.731,43.967,,,,,,
41,09/11/17 01:24:29 PM,24.755,44.060,,,,,,
42,09/11/17 01:25:29 PM,24.779,44.185,,,,,,
43,09/11/17 01:26:29 PM,24.803,44.278,,,,,,
44,09/11/17 01:27:29 PM,24.827,44.295,,,,,,
45,09/11/17 01:28:29 PM,24.827,44.202,,,,,,
46,09/11/17 01:29:29 PM,24.827,44.171,,,,,,
47,09/11/17 01:30:29 PM,24.803,44.092,,,,,,
48,09/11/17 01:31:29 PM,24.803,44.046,,,,,,
49,09/11/17 01:32:29 PM,24.803,44.085,,,,,,
50,09/11/17 01:33:29 PM,24.803,44.054,,,,,,
51,09/11/17 01:34:29 PM,24.827,44.000,,,,,,
52,09/11/17 01:35:29 PM,24.827,44.031,,,,,,
53,09/11/17 01:36:29 PM,24.852,43.962,,,,,,
54,09/11/17 01:37:29 PM,24.876,43.855,,,,,,
55,09/11/17 01:38:29 PM,24.876,43.770,,,,,,
56,09/11/17 01:39:29 PM,24.852,43.762,,,,,,
57,09/11/17 01:40:29 PM,24.876,43.747,,,,,,
58,09/11/17 01:41:29 PM,24.876,43.686,,,,,,
59,09/11/17 01:42:29 PM,24.876,43.647,,,,,,
60,09/11/17 01:43:29 PM,24.876,43.624,,,,,,
61,09/11/17 01:44:29 PM,24.852,43.585,,,,,,
62,09/11/17 01:45:29 PM,24.876,43.540,,,,,,
63,09/11/17 01:46:29 PM,24.900,43.579,,,,,,
64,09/11/17 01:47:29 PM,24.948,43.526,,,,,,
65,09/11/17 01:48:29 PM,24.948,43.434,,,,,,
66,09/11/17 01:49:29 PM,24.948,43.388,,,,,,
67,09/11/17 01:50:29 PM,25.070,43.791,,,,,,
68,09/11/17 01:51:29 PM,25.094,43.285,,,,,,
69,09/11/17 01:52:29 PM,25.070,43.123,,,,,,
70,09/11/17 01:53:29 PM,25.021,43.069,,,,,,
71,09/11/17 01:54:29 PM,25.021,43.046,,,,,,
72,09/11/17 01:55:29 PM,24.973,43.060,,,,,,
73,09/11/17 01:56:29 PM,24.973,43.090,,,,,,
74,09/11/17 01:57:29 PM,24.948,43.143,,,,,,
75,09/11/17 01:58:29 PM,24.973,43.167,,,,,,
76,09/11/17 01:59:29 PM,24.948,43.197,,,,,,
77,09/11/17 02:00:29 PM,24.948,43.243,,,,,,
78,09/11/17 02:01:29 PM,24.973,43.243,,,,,,
79,09/11/17 02:02:29 PM,24.973,43.266,,,,,,
80,09/11/17 02:03:29 PM,25.021,43.260,,,,,,
81,09/11/17 02:04:29 PM,24.997,43.221,,,,,,
82,09/11/17 02:05:29 PM,24.997,43.213,,,,,,
83,09/11/17 02:06:29 PM,24.973,43.213,,,,,,
84,09/11/17 02:07:29 PM,24.973,43.236,,,,,,
85,09/11/17 02:08:29 PM,24.973,43.266,,,,,,
86,09/11/17 02:09:29 PM,24.973,43.266,,,,,,
87,09/11/17 02:10:29 PM,24.973,43.251,,,,,,
88,09/11/17 02:11:29 PM,25.021,43.191,,,,,,
89,09/11/17 02:12:29 PM,25.045,43.130,,,,,,
90,09/11/17 02:13:29 PM,25.021,43.122,,,,,,
91,09/11/17 02:14:29 PM,24.997,43.106,,,,,,
92,09/11/17 02:15:29 PM,24.997,43.114,,,,,,
93,09/11/17 02:16:29 PM,24.973,43.106,,,,,,
94,09/11/17 02:17:29 PM,24.973,43.144,,,,,,
95,09/11/17 02:18:29 PM,25.021,44.332,,,,,,
