"Plot Title: control_3"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20218121, SEN S/N: 20218121)","RH, % (LGR S/N: 20218121, SEN S/N: 20218121)","Started (LGR S/N: 20218121)","Button Up (LGR S/N: 20218121)","Button Down (LGR S/N: 20218121)","Stopped (LGR S/N: 20218121)","Host Connected (LGR S/N: 20218121)","End Of File (LGR S/N: 20218121)"
1,09/11/17 12:45:06 PM,26.090,40.948,Logged,,,,,
2,09/11/17 12:45:07 PM,,,,Logged,,,,
3,09/11/17 12:46:06 PM,26.017,41.426,,,,,,
4,09/11/17 12:47:06 PM,25.798,40.499,,,,,,
5,09/11/17 12:48:06 PM,25.603,40.845,,,,,,
6,09/11/17 12:49:06 PM,25.482,41.269,,,,,,
7,09/11/17 12:50:06 PM,25.361,41.456,,,,,,
8,09/11/17 12:51:06 PM,25.264,41.651,,,,,,
9,09/11/17 12:52:06 PM,25.167,41.839,,,,,,
10,09/11/17 12:53:06 PM,25.094,42.050,,,,,,
11,09/11/17 12:54:06 PM,25.021,42.170,,,,,,
12,09/11/17 12:55:06 PM,24.973,42.306,,,,,,
13,09/11/17 12:56:06 PM,24.924,42.540,,,,,,
14,09/11/17 12:57:06 PM,24.948,42.792,,,,,,
15,09/11/17 12:58:06 PM,24.997,43.175,,,,,,
16,09/11/17 12:59:06 PM,25.021,43.490,,,,,,
17,09/11/17 01:00:06 PM,25.045,43.714,,,,,,
18,09/11/17 01:01:06 PM,25.070,43.884,,,,,,
19,09/11/17 01:02:06 PM,25.045,43.914,,,,,,
20,09/11/17 01:03:06 PM,25.045,43.945,,,,,,
21,09/11/17 01:04:06 PM,25.021,43.983,,,,,,
22,09/11/17 01:05:06 PM,25.021,43.983,,,,,,
23,09/11/17 01:06:06 PM,25.021,43.967,,,,,,
24,09/11/17 01:07:06 PM,25.021,44.037,,,,,,
25,09/11/17 01:08:06 PM,24.973,43.989,,,,,,
26,09/11/17 01:09:06 PM,24.924,43.941,,,,,,
27,09/11/17 01:10:06 PM,24.852,43.885,,,,,,
28,09/11/17 01:11:06 PM,24.779,43.822,,,,,,
29,09/11/17 01:12:06 PM,24.731,43.766,,,,,,
30,09/11/17 01:13:06 PM,24.658,43.810,,,,,,
31,09/11/17 01:14:06 PM,24.634,43.794,,,,,,
32,09/11/17 01:15:06 PM,24.610,43.786,,,,,,
33,09/11/17 01:16:06 PM,24.561,43.746,,,,,,
34,09/11/17 01:17:06 PM,24.537,43.784,,,,,,
35,09/11/17 01:18:06 PM,24.561,43.877,,,,,,
36,09/11/17 01:19:06 PM,24.586,43.716,,,,,,
37,09/11/17 01:20:06 PM,24.561,43.646,,,,,,
38,09/11/17 01:21:06 PM,24.561,43.577,,,,,,
39,09/11/17 01:22:06 PM,24.537,43.538,,,,,,
40,09/11/17 01:23:06 PM,24.513,43.522,,,,,,
41,09/11/17 01:24:06 PM,24.537,43.546,,,,,,
42,09/11/17 01:25:06 PM,24.561,43.700,,,,,,
43,09/11/17 01:26:06 PM,24.586,43.816,,,,,,
44,09/11/17 01:27:06 PM,24.634,43.810,,,,,,
45,09/11/17 01:28:06 PM,24.658,43.718,,,,,,
46,09/11/17 01:29:06 PM,24.658,43.649,,,,,,
47,09/11/17 01:30:06 PM,24.658,43.588,,,,,,
48,09/11/17 01:31:06 PM,24.634,43.541,,,,,,
49,09/11/17 01:32:06 PM,24.634,43.572,,,,,,
50,09/11/17 01:33:06 PM,24.634,43.548,,,,,,
51,09/11/17 01:34:06 PM,24.658,43.526,,,,,,
52,09/11/17 01:35:06 PM,24.682,43.465,,,,,,
53,09/11/17 01:36:06 PM,24.682,43.442,,,,,,
54,09/11/17 01:37:06 PM,24.706,43.344,,,,,,
55,09/11/17 01:38:06 PM,24.755,43.238,,,,,,
56,09/11/17 01:39:06 PM,24.755,43.199,,,,,,
57,09/11/17 01:40:06 PM,24.755,43.177,,,,,,
58,09/11/17 01:41:06 PM,24.755,43.115,,,,,,
59,09/11/17 01:42:06 PM,24.755,43.077,,,,,,
60,09/11/17 01:43:06 PM,24.755,43.039,,,,,,
61,09/11/17 01:44:06 PM,24.755,42.970,,,,,,
62,09/11/17 01:45:06 PM,24.755,42.955,,,,,,
63,09/11/17 01:46:06 PM,24.755,42.925,,,,,,
64,09/11/17 01:47:06 PM,24.852,43.026,,,,,,
65,09/11/17 01:48:06 PM,24.948,42.823,,,,,,
66,09/11/17 01:49:06 PM,24.973,42.686,,,,,,
67,09/11/17 01:50:06 PM,24.997,42.603,,,,,,
68,09/11/17 01:51:06 PM,25.094,42.499,,,,,,
69,09/11/17 01:52:06 PM,25.118,42.324,,,,,,
70,09/11/17 01:53:06 PM,25.070,42.201,,,,,,
71,09/11/17 01:54:06 PM,25.045,42.193,,,,,,
72,09/11/17 01:55:06 PM,25.021,42.185,,,,,,
73,09/11/17 01:56:06 PM,24.997,42.207,,,,,,
74,09/11/17 01:57:06 PM,24.997,42.245,,,,,,
75,09/11/17 01:58:06 PM,24.997,42.283,,,,,,
76,09/11/17 01:59:06 PM,25.021,42.299,,,,,,
77,09/11/17 02:00:06 PM,25.021,42.314,,,,,,
78,09/11/17 02:01:06 PM,25.045,42.307,,,,,,
79,09/11/17 02:02:06 PM,25.045,42.307,,,,,,
80,09/11/17 02:03:06 PM,25.094,42.301,,,,,,
81,09/11/17 02:04:06 PM,25.118,42.225,,,,,,
