"Plot Title: treatment_6"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20218142, SEN S/N: 20218142)","RH, % (LGR S/N: 20218142, SEN S/N: 20218142)","Started (LGR S/N: 20218142)","Button Up (LGR S/N: 20218142)","Button Down (LGR S/N: 20218142)","Stopped (LGR S/N: 20218142)","Host Connected (LGR S/N: 20218142)","End Of File (LGR S/N: 20218142)"
1,09/11/17 12:45:22 PM,25.482,41.953,Logged,,,,,
2,09/11/17 12:45:23 PM,,,,Logged,,,,
3,09/11/17 12:46:22 PM,25.482,41.664,,,,,,
4,09/11/17 12:47:22 PM,25.458,41.625,,,,,,
5,09/11/17 12:48:22 PM,25.409,41.974,,,,,,
6,09/11/17 12:49:22 PM,25.361,42.140,,,,,,
7,09/11/17 12:50:22 PM,25.288,42.222,,,,,,
8,09/11/17 12:51:22 PM,25.215,42.311,,,,,,
9,09/11/17 12:52:22 PM,25.118,42.454,,,,,,
10,09/11/17 12:53:22 PM,25.070,42.620,,,,,,
11,09/11/17 12:54:22 PM,24.997,42.725,,,,,,
12,09/11/17 12:55:22 PM,24.973,42.800,,,,,,
13,09/11/17 12:56:22 PM,24.948,43.052,,,,,,
14,09/11/17 12:57:22 PM,24.973,43.266,,,,,,
15,09/11/17 12:58:22 PM,24.997,43.720,,,,,,
16,09/11/17 12:59:22 PM,25.045,44.007,,,,,,
17,09/11/17 01:00:22 PM,25.045,44.216,,,,,,
18,09/11/17 01:01:22 PM,25.045,44.341,,,,,,
19,09/11/17 01:02:22 PM,25.045,44.333,,,,,,
20,09/11/17 01:03:22 PM,25.021,44.348,,,,,,
21,09/11/17 01:04:22 PM,25.021,44.371,,,,,,
22,09/11/17 01:05:22 PM,25.021,44.324,,,,,,
23,09/11/17 01:06:22 PM,25.021,44.340,,,,,,
24,09/11/17 01:07:22 PM,24.997,44.417,,,,,,
25,09/11/17 01:08:22 PM,24.948,44.376,,,,,,
26,09/11/17 01:09:22 PM,24.900,44.312,,,,,,
27,09/11/17 01:10:22 PM,24.827,44.248,,,,,,
28,09/11/17 01:11:22 PM,24.755,44.184,,,,,,
29,09/11/17 01:12:22 PM,24.706,44.198,,,,,,
30,09/11/17 01:13:22 PM,24.658,44.204,,,,,,
31,09/11/17 01:14:22 PM,24.610,44.195,,,,,,
32,09/11/17 01:15:22 PM,24.586,44.186,,,,,,
33,09/11/17 01:16:22 PM,24.561,44.124,,,,,,
34,09/11/17 01:17:22 PM,24.561,44.162,,,,,,
35,09/11/17 01:18:22 PM,24.586,44.241,,,,,,
36,09/11/17 01:19:22 PM,24.561,44.093,,,,,,
37,09/11/17 01:20:22 PM,24.561,43.993,,,,,,
38,09/11/17 01:21:22 PM,24.537,43.946,,,,,,
39,09/11/17 01:22:22 PM,24.513,43.929,,,,,,
40,09/11/17 01:23:22 PM,24.513,43.899,,,,,,
41,09/11/17 01:24:22 PM,24.537,43.969,,,,,,
42,09/11/17 01:25:22 PM,24.586,44.094,,,,,,
43,09/11/17 01:26:22 PM,24.610,44.195,,,,,,
44,09/11/17 01:27:22 PM,24.610,44.172,,,,,,
45,09/11/17 01:28:22 PM,24.634,44.064,,,,,,
46,09/11/17 01:29:22 PM,24.634,43.987,,,,,,
47,09/11/17 01:30:22 PM,24.634,43.910,,,,,,
