"Plot Title: control_4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20218120, SEN S/N: 20218120)","RH, % (LGR S/N: 20218120, SEN S/N: 20218120)","Started (LGR S/N: 20218120)","Button Up (LGR S/N: 20218120)","Button Down (LGR S/N: 20218120)","Stopped (LGR S/N: 20218120)","Host Connected (LGR S/N: 20218120)","End Of File (LGR S/N: 20218120)"
1,09/11/17 12:45:05 PM,26.237,41.157,Logged,,,,,
2,09/11/17 12:45:06 PM,,,,Logged,,,,
3,09/11/17 12:46:05 PM,26.237,41.332,,,,,,
4,09/11/17 12:47:05 PM,25.920,40.685,,,,,,
5,09/11/17 12:48:05 PM,25.676,41.174,,,,,,
6,09/11/17 12:49:05 PM,25.506,41.649,,,,,,
7,09/11/17 12:50:05 PM,25.409,41.898,,,,,,
8,09/11/17 12:51:05 PM,25.288,42.123,,,,,,
9,09/11/17 12:52:05 PM,25.167,42.363,,,,,,
10,09/11/17 12:53:05 PM,25.070,42.620,,,,,,
11,09/11/17 12:54:05 PM,25.021,42.786,,,,,,
12,09/11/17 12:55:05 PM,24.973,42.938,,,,,,
13,09/11/17 12:56:05 PM,24.948,43.181,,,,,,
14,09/11/17 12:57:05 PM,24.973,43.481,,,,,,
15,09/11/17 12:58:05 PM,24.997,43.882,,,,,,
16,09/11/17 12:59:05 PM,25.045,44.162,,,,,,
17,09/11/17 01:00:05 PM,25.070,44.419,,,,,,
18,09/11/17 01:01:05 PM,25.070,44.575,,,,,,
19,09/11/17 01:02:05 PM,25.070,44.583,,,,,,
20,09/11/17 01:03:05 PM,25.070,44.630,,,,,,
21,09/11/17 01:04:05 PM,25.045,44.668,,,,,,
22,09/11/17 01:05:05 PM,25.045,44.637,,,,,,
23,09/11/17 01:06:05 PM,25.021,44.628,,,,,,
24,09/11/17 01:07:05 PM,25.021,44.699,,,,,,
25,09/11/17 01:08:05 PM,24.997,44.667,,,,,,
26,09/11/17 01:09:05 PM,24.924,44.602,,,,,,
27,09/11/17 01:10:05 PM,24.852,44.560,,,,,,
28,09/11/17 01:11:05 PM,24.803,44.488,,,,,,
29,09/11/17 01:12:05 PM,24.731,44.470,,,,,,
30,09/11/17 01:13:05 PM,24.682,44.484,,,,,,
31,09/11/17 01:14:05 PM,24.634,44.498,,,,,,
32,09/11/17 01:15:05 PM,24.610,44.482,,,,,,
33,09/11/17 01:16:05 PM,24.561,44.449,,,,,,
34,09/11/17 01:17:05 PM,24.561,44.473,,,,,,
35,09/11/17 01:18:05 PM,24.561,44.589,,,,,,
36,09/11/17 01:19:05 PM,24.586,44.411,,,,,,
37,09/11/17 01:20:05 PM,24.586,44.318,,,,,,
38,09/11/17 01:21:05 PM,24.561,44.248,,,,,,
39,09/11/17 01:22:05 PM,24.537,44.216,,,,,,
40,09/11/17 01:23:05 PM,24.537,44.200,,,,,,
41,09/11/17 01:24:05 PM,24.537,44.208,,,,,,
42,09/11/17 01:25:05 PM,24.586,44.372,,,,,,
43,09/11/17 01:26:05 PM,24.610,44.498,,,,,,
44,09/11/17 01:27:05 PM,24.658,44.452,,,,,,
45,09/11/17 01:28:05 PM,24.658,44.367,,,,,,
46,09/11/17 01:29:05 PM,24.658,44.289,,,,,,
47,09/11/17 01:30:05 PM,24.682,44.236,,,,,,
48,09/11/17 01:31:05 PM,24.658,44.196,,,,,,
49,09/11/17 01:32:05 PM,24.658,44.227,,,,,,
50,09/11/17 01:33:05 PM,24.682,44.182,,,,,,
51,09/11/17 01:34:05 PM,24.706,44.144,,,,,,
52,09/11/17 01:35:05 PM,24.731,44.052,,,,,,
53,09/11/17 01:36:05 PM,24.755,44.037,,,,,,
54,09/11/17 01:37:05 PM,24.779,43.891,,,,,,
55,09/11/17 01:38:05 PM,24.852,43.754,,,,,,
56,09/11/17 01:39:05 PM,24.827,43.707,,,,,,
57,09/11/17 01:40:05 PM,24.827,43.661,,,,,,
58,09/11/17 01:41:05 PM,24.827,43.607,,,,,,
59,09/11/17 01:42:05 PM,24.852,43.547,,,,,,
60,09/11/17 01:43:05 PM,24.852,43.501,,,,,,
61,09/11/17 01:44:05 PM,24.827,43.454,,,,,,
62,09/11/17 01:45:05 PM,24.852,43.416,,,,,,
63,09/11/17 01:46:05 PM,24.827,43.393,,,,,,
64,09/11/17 01:47:05 PM,24.924,43.526,,,,,,
65,09/11/17 01:48:05 PM,24.997,43.328,,,,,,
