"Plot Title: Temp_C4"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20218139, SEN S/N: 20218139)","RH, % (LGR S/N: 20218139, SEN S/N: 20218139)","Button Down (LGR S/N: 20218139)","Stopped (LGR S/N: 20218139)","Started (LGR S/N: 20218139)","Button Up (LGR S/N: 20218139)","End Of File (LGR S/N: 20218139)"
1,09/12/17 03:11:59 PM,23.645,61.092,,,,,
2,09/12/17 03:12:59 PM,24.127,61.214,,,,,
3,09/12/17 03:13:59 PM,24.417,58.920,,,,,
4,09/12/17 03:14:59 PM,24.465,57.914,,,,,
5,09/12/17 03:15:59 PM,24.489,57.021,,,,,
6,09/12/17 03:16:59 PM,24.465,56.534,,,,,
7,09/12/17 03:17:59 PM,24.465,56.409,,,,,
8,09/12/17 03:18:59 PM,24.441,56.402,,,,,
9,09/12/17 03:19:59 PM,24.441,56.484,,,,,
10,09/12/17 03:20:59 PM,24.513,56.844,,,,,
11,09/12/17 03:21:51 PM,,,Logged,,,,
12,09/12/17 03:21:54 PM,,,,Logged,,,
13,09/12/17 03:38:49 PM,,,,,Logged,,
14,09/12/17 03:38:50 PM,,,,,,Logged,
15,09/12/17 03:38:59 PM,24.924,57.622,,,,,
16,09/12/17 03:39:59 PM,24.924,57.789,,,,,
17,09/12/17 03:40:59 PM,24.948,57.677,,,,,
18,09/12/17 03:41:59 PM,24.876,56.390,,,,,
19,09/12/17 03:42:59 PM,24.803,56.120,,,,,
20,09/12/17 03:43:59 PM,24.706,56.158,,,,,
21,09/12/17 03:44:59 PM,24.634,55.960,,,,,
22,09/12/17 03:45:59 PM,24.586,56.531,,,,,
23,09/12/17 03:46:59 PM,24.561,56.832,,,,,
24,09/12/17 03:47:59 PM,24.513,57.145,,,,,
25,09/12/17 03:48:59 PM,24.489,57.428,,,,,
26,09/12/17 03:49:59 PM,24.417,57.669,,,,,
27,09/12/17 03:50:59 PM,24.368,57.952,,,,,
28,09/12/17 03:51:59 PM,24.320,58.210,,,,,
29,09/12/17 03:52:59 PM,24.296,58.419,,,,,
30,09/12/17 03:53:59 PM,24.272,58.630,,,,,
31,09/12/17 03:54:59 PM,24.272,58.937,,,,,
32,09/12/17 03:55:59 PM,24.248,58.861,,,,,
33,09/12/17 03:56:59 PM,24.248,58.845,,,,,
34,09/12/17 03:57:59 PM,24.223,59.030,,,,,
35,09/12/17 03:58:59 PM,24.199,59.217,,,,,
36,09/12/17 03:59:59 PM,24.175,59.492,,,,,
37,09/12/17 04:00:59 PM,24.151,59.616,,,,,
38,09/12/17 04:01:59 PM,24.127,59.639,,,,,
39,09/12/17 04:02:59 PM,24.079,59.446,,,,,
40,09/12/17 04:03:59 PM,24.031,59.407,,,,,
41,09/12/17 04:04:59 PM,24.006,59.581,,,,,
42,09/12/17 04:05:59 PM,23.982,59.672,,,,,
43,09/12/17 04:06:59 PM,23.958,59.815,,,,,
44,09/12/17 04:07:59 PM,23.934,59.838,,,,,
45,09/12/17 04:08:59 PM,23.934,59.924,,,,,
46,09/12/17 04:09:59 PM,23.934,60.259,,,,,
47,09/12/17 04:10:59 PM,24.079,60.716,,,,,
48,09/12/17 04:11:00 PM,,,Logged,,,,
49,09/12/17 04:11:03 PM,,,,Logged,,,
50,09/13/17 09:04:09 AM,,,,,Logged,,
51,09/13/17 09:04:11 AM,,,,,,Logged,
52,09/13/17 09:04:59 AM,22.445,38.439,,,,,
53,09/13/17 09:05:59 AM,21.919,36.491,,,,,
54,09/13/17 09:06:59 AM,21.417,36.547,,,,,
55,09/13/17 09:07:59 AM,21.012,37.547,,,,,
56,09/13/17 09:08:59 AM,20.726,39.209,,,,,
57,09/13/17 09:09:59 AM,20.463,42.967,,,,,
58,09/13/17 09:10:59 AM,20.297,47.075,,,,,
59,09/13/17 09:11:59 AM,20.154,48.190,,,,,
60,09/13/17 09:12:59 AM,19.987,47.430,,,,,
61,09/13/17 09:13:59 AM,19.797,46.773,,,,,
62,09/13/17 09:14:59 AM,19.654,46.153,,,,,
63,09/13/17 09:15:59 AM,19.511,45.174,,,,,
64,09/13/17 09:16:59 AM,19.345,44.389,,,,,
65,09/13/17 09:17:59 AM,19.226,43.547,,,,,
66,09/13/17 09:18:59 AM,19.083,43.015,,,,,
67,09/13/17 09:19:59 AM,18.940,42.496,,,,,
68,09/13/17 09:20:59 AM,18.821,42.195,,,,,
69,09/13/17 09:21:59 AM,18.774,42.218,,,,,
70,09/13/17 09:22:59 AM,18.774,42.844,,,,,
71,09/13/17 09:23:59 AM,18.798,43.178,,,,,
72,09/13/17 09:24:59 AM,18.845,45.958,,,,,
73,09/13/17 09:25:59 AM,18.845,46.629,,,,,
74,09/13/17 09:26:59 AM,18.821,46.466,,,,,
75,09/13/17 09:27:59 AM,18.798,46.056,,,,,
76,09/13/17 09:28:59 AM,18.845,46.917,,,,,
77,09/13/17 09:29:59 AM,18.798,45.964,,,,,
78,09/13/17 09:30:59 AM,18.750,45.131,,,,,
79,09/13/17 09:31:59 AM,18.750,45.718,,,,,
80,09/13/17 09:32:59 AM,18.726,45.649,,,,,
81,09/13/17 09:33:59 AM,18.702,45.093,,,,,
82,09/13/17 09:34:59 AM,18.726,44.797,,,,,
83,09/13/17 09:35:59 AM,18.750,44.980,,,,,
84,09/13/17 09:36:59 AM,18.869,45.659,,,,,
85,09/13/17 09:37:59 AM,18.988,47.188,,,,,
86,09/13/17 09:38:59 AM,19.035,46.868,,,,,
87,09/13/17 09:39:59 AM,19.035,46.146,,,,,
88,09/13/17 09:40:59 AM,19.035,45.418,,,,,
89,09/13/17 09:41:59 AM,19.012,45.113,,,,,
90,09/13/17 09:42:59 AM,19.035,44.521,,,,,
91,09/13/17 09:43:59 AM,19.012,43.991,,,,,
92,09/13/17 09:44:59 AM,18.964,43.408,,,,,
93,09/13/17 09:45:59 AM,18.869,42.845,,,,,
94,09/13/17 09:46:59 AM,18.798,43.110,,,,,
95,09/13/17 09:47:59 AM,18.798,43.254,,,,,
96,09/13/17 09:48:59 AM,18.869,43.520,,,,,
97,09/13/17 09:49:59 AM,18.940,44.141,,,,,
98,09/13/17 09:50:59 AM,19.083,45.909,,,,,
99,09/13/17 09:51:59 AM,19.131,47.438,,,,,
100,09/13/17 09:52:59 AM,19.107,47.215,,,,,
101,09/13/17 09:53:59 AM,19.059,46.054,,,,,
102,09/13/17 09:54:59 AM,19.012,44.976,,,,,
103,09/13/17 09:55:59 AM,18.940,44.558,,,,,
104,09/13/17 09:56:59 AM,18.917,44.967,,,,,
105,09/13/17 09:57:59 AM,18.845,45.819,,,,,
106,09/13/17 09:58:59 AM,18.798,45.360,,,,,
107,09/13/17 09:59:59 AM,18.821,46.551,,,,,
108,09/13/17 10:00:59 AM,19.321,48.167,,,,,
109,09/13/17 10:01:59 AM,19.321,46.338,,,,,
110,09/13/17 10:02:59 AM,19.297,46.029,,,,,
111,09/13/17 10:03:59 AM,19.321,46.377,,,,,
112,09/13/17 10:04:59 AM,19.416,52.678,,,,,
113,09/13/17 10:05:59 AM,19.654,64.894,,,,,
114,09/13/17 10:06:59 AM,19.940,73.042,,,,,
115,09/13/17 10:07:59 AM,20.225,78.560,,,,,
116,09/13/17 10:08:59 AM,20.511,80.495,,,,,
117,09/13/17 10:09:59 AM,20.702,80.161,,,,,
118,09/13/17 10:10:59 AM,20.797,77.254,,,,,
119,09/13/17 10:11:59 AM,20.702,72.251,,,,,
120,09/13/17 10:12:59 AM,20.463,66.640,,,,,
121,09/13/17 10:13:59 AM,20.249,65.124,,,,,
122,09/13/17 10:14:59 AM,20.154,66.777,,,,,
123,09/13/17 10:15:59 AM,20.130,68.566,,,,,
124,09/13/17 10:16:59 AM,20.130,70.112,,,,,
125,09/13/17 10:17:59 AM,20.130,71.519,,,,,
126,09/13/17 10:18:59 AM,20.154,72.622,,,,,
127,09/13/17 10:19:59 AM,20.201,73.597,,,,,
128,09/13/17 10:20:59 AM,20.273,73.542,,,,,
129,09/13/17 10:21:59 AM,20.416,74.045,,,,,
130,09/13/17 10:22:59 AM,20.559,74.076,,,,,
131,09/13/17 10:23:59 AM,20.726,74.352,,,,,
132,09/13/17 10:24:59 AM,20.845,74.140,,,,,
133,09/13/17 10:25:59 AM,20.988,73.783,,,,,
134,09/13/17 10:26:59 AM,21.131,73.910,,,,,
135,09/13/17 10:27:59 AM,21.274,74.039,,,,,
136,09/13/17 10:28:59 AM,21.417,74.221,,,,,
137,09/13/17 10:29:59 AM,21.561,73.149,,,,,
138,09/13/17 10:30:59 AM,21.656,72.864,,,,,
139,09/13/17 10:31:59 AM,21.752,72.761,,,,,
140,09/13/17 10:32:59 AM,21.871,72.306,,,,,
141,09/13/17 10:33:59 AM,21.967,71.867,,,,,
142,09/13/17 10:34:59 AM,21.895,67.715,,,,,
143,09/13/17 10:35:59 AM,21.752,63.424,,,,,
144,09/13/17 10:36:59 AM,21.608,61.068,,,,,
145,09/13/17 10:37:59 AM,21.561,63.572,,,,,
146,09/13/17 10:38:59 AM,21.632,66.078,,,,,
147,09/13/17 10:39:59 AM,21.728,67.477,,,,,
148,09/13/17 10:40:59 AM,21.752,68.902,,,,,
149,09/13/17 10:41:59 AM,21.776,70.179,,,,,
150,09/13/17 10:42:59 AM,21.776,71.402,,,,,
151,09/13/17 10:43:59 AM,21.847,71.968,,,,,
152,09/13/17 10:44:59 AM,21.919,71.666,,,,,
153,09/13/17 10:45:59 AM,21.943,71.500,,,,,
154,09/13/17 10:46:59 AM,22.182,73.070,,,,,
155,09/13/17 10:47:59 AM,22.278,70.549,,,,,
156,09/13/17 10:48:59 AM,22.302,69.596,,,,,
157,09/13/17 10:49:59 AM,22.302,69.045,,,,,
158,09/13/17 10:50:59 AM,22.302,68.911,,,,,
159,09/13/17 10:51:59 AM,22.326,68.841,,,,,
160,09/13/17 10:52:59 AM,22.373,67.783,,,,,
161,09/13/17 10:53:59 AM,22.565,66.225,,,,,
162,09/13/17 10:54:59 AM,22.613,62.470,,,,,
163,09/13/17 10:55:59 AM,22.541,58.975,,,,,
164,09/13/17 10:56:59 AM,22.493,58.661,,,,,
165,09/13/17 10:57:59 AM,22.565,61.053,,,,,
166,09/13/17 10:58:59 AM,22.685,63.145,,,,,
167,09/13/17 10:59:59 AM,22.805,64.766,,,,,
168,09/13/17 11:00:59 AM,22.877,66.032,,,,,
169,09/13/17 11:01:59 AM,22.973,67.081,,,,,
