"Plot Title: Temp_C1"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20218130, SEN S/N: 20218130)","RH, % (LGR S/N: 20218130, SEN S/N: 20218130)","Started (LGR S/N: 20218130)","Button Up (LGR S/N: 20218130)","Host Connected (LGR S/N: 20218130)","Button Down (LGR S/N: 20218130)","Stopped (LGR S/N: 20218130)","End Of File (LGR S/N: 20218130)"
441,09/14/17 11:24:29 AM,22.445,66.328,,,,,,
442,09/14/17 11:25:29 AM,22.421,63.178,,,,,,
443,09/14/17 11:26:29 AM,22.350,59.980,,,,,,
444,09/14/17 11:27:29 AM,22.230,57.919,,,,,,
445,09/14/17 11:28:29 AM,22.230,59.923,,,,,,
446,09/14/17 11:29:29 AM,22.302,62.255,,,,,,
447,09/14/17 11:30:29 AM,22.373,64.257,,,,,,
448,09/14/17 11:31:29 AM,22.445,65.768,,,,,,
449,09/14/17 11:32:29 AM,22.493,65.047,,,,,,
450,09/14/17 11:33:29 AM,22.445,61.716,,,,,,
451,09/14/17 11:34:29 AM,22.350,58.756,,,,,,
452,09/14/17 11:35:29 AM,22.278,58.409,,,,,,
453,09/14/17 11:36:29 AM,22.326,60.569,,,,,,
454,09/14/17 11:37:29 AM,22.397,62.516,,,,,,
455,09/14/17 11:38:29 AM,22.493,64.256,,,,,,
456,09/14/17 11:39:29 AM,22.589,65.329,,,,,,
457,09/14/17 11:40:29 AM,22.565,62.644,,,,,,
458,09/14/17 11:41:29 AM,22.493,59.581,,,,,,
459,09/14/17 11:42:29 AM,22.397,57.351,,,,,,
460,09/14/17 11:43:29 AM,22.373,59.047,,,,,,
461,09/14/17 11:44:29 AM,22.421,61.493,,,,,,
462,09/14/17 11:45:29 AM,22.493,63.532,,,,,,
463,09/14/17 11:46:29 AM,22.517,65.368,,,,,,
464,09/14/17 11:47:29 AM,22.517,64.274,,,,,,
465,09/14/17 11:48:29 AM,22.421,61.588,,,,,,
466,09/14/17 11:49:29 AM,22.206,58.562,,,,,,
467,09/14/17 11:50:29 AM,21.991,58.689,,,,,,
468,09/14/17 11:51:29 AM,21.895,61.368,,,,,,
469,09/14/17 11:52:29 AM,21.823,63.626,,,,,,
470,09/14/17 11:53:29 AM,21.776,65.586,,,,,,
471,09/14/17 11:54:29 AM,21.776,67.120,,,,,,
472,09/14/17 11:55:29 AM,21.776,68.509,,,,,,
473,09/14/17 11:56:29 AM,21.776,69.749,,,,,,
474,09/14/17 11:57:29 AM,21.823,70.062,,,,,,
475,09/14/17 11:58:23 AM,,,,,,Logged,,
476,09/14/17 11:58:26 AM,,,,,,,Logged,
477,09/15/17 09:28:02 AM,,,Logged,,,,,
478,09/15/17 09:28:04 AM,,,,Logged,,,,
479,09/15/17 09:28:29 AM,26.310,46.054,,,,,,
480,09/15/17 09:29:29 AM,25.603,45.854,,,,,,
481,09/15/17 09:30:29 AM,24.852,48.571,,,,,,
482,09/15/17 09:31:29 AM,24.248,51.417,,,,,,
483,09/15/17 09:32:29 AM,23.790,54.422,,,,,,
484,09/15/17 09:33:29 AM,23.477,57.000,,,,,,
485,09/15/17 09:34:29 AM,23.189,58.326,,,,,,
486,09/15/17 09:35:29 AM,22.997,58.540,,,,,,
487,09/15/17 09:36:29 AM,22.757,56.404,,,,,,
488,09/15/17 09:37:29 AM,22.445,54.260,,,,,,
489,09/15/17 09:38:29 AM,22.110,52.426,,,,,,
490,09/15/17 09:39:29 AM,21.823,51.183,,,,,,
491,09/15/17 09:40:29 AM,22.350,57.803,,,,,,
492,09/15/17 09:41:29 AM,22.925,58.148,,,,,,
493,09/15/17 09:42:29 AM,22.541,57.385,,,,,,
494,09/15/17 09:43:29 AM,22.062,59.406,,,,,,
495,09/15/17 09:44:29 AM,21.728,61.854,,,,,,
496,09/15/17 09:45:29 AM,21.489,64.070,,,,,,
497,09/15/17 09:46:29 AM,21.346,65.719,,,,,,
498,09/15/17 09:47:29 AM,21.226,65.342,,,,,,
499,09/15/17 09:48:29 AM,20.988,62.342,,,,,,
500,09/15/17 09:49:29 AM,20.726,59.673,,,,,,
501,09/15/17 09:50:29 AM,20.535,59.483,,,,,,
502,09/15/17 09:51:29 AM,20.487,62.374,,,,,,
503,09/15/17 09:52:29 AM,20.487,65.220,,,,,,
504,09/15/17 09:53:29 AM,20.511,67.178,,,,,,
505,09/15/17 09:54:29 AM,20.535,68.622,,,,,,
506,09/15/17 09:55:29 AM,20.559,69.328,,,,,,
507,09/15/17 09:56:29 AM,20.583,68.397,,,,,,
508,09/15/17 09:57:29 AM,20.463,65.200,,,,,,
509,09/15/17 09:58:29 AM,20.344,62.195,,,,,,
510,09/15/17 09:59:29 AM,20.249,61.499,,,,,,
511,09/15/17 10:00:29 AM,20.273,64.251,,,,,,
512,09/15/17 10:01:29 AM,20.321,66.747,,,,,,
513,09/15/17 10:02:29 AM,20.392,68.522,,,,,,
514,09/15/17 10:03:29 AM,20.487,69.641,,,,,,
515,09/15/17 10:04:29 AM,20.535,68.940,,,,,,
516,09/15/17 10:05:29 AM,20.463,65.662,,,,,,
517,09/15/17 10:06:29 AM,20.297,62.301,,,,,,
518,09/15/17 10:07:29 AM,20.154,61.610,,,,,,
519,09/15/17 10:08:29 AM,20.154,64.035,,,,,,
520,09/15/17 10:09:29 AM,20.201,66.503,,,,,,
521,09/15/17 10:10:29 AM,20.297,68.569,,,,,,
522,09/15/17 10:11:29 AM,20.392,70.391,,,,,,
523,09/15/17 10:12:29 AM,20.463,69.955,,,,,,
524,09/15/17 10:13:29 AM,20.416,66.864,,,,,,
525,09/15/17 10:14:29 AM,20.297,63.663,,,,,,
526,09/15/17 10:15:29 AM,20.225,63.121,,,,,,
527,09/15/17 10:16:29 AM,20.273,65.798,,,,,,
528,09/15/17 10:17:29 AM,20.368,68.010,,,,,,
529,09/15/17 10:18:29 AM,20.511,69.638,,,,,,
530,09/15/17 10:19:29 AM,20.559,69.065,,,,,,
531,09/15/17 10:20:29 AM,20.487,65.559,,,,,,
532,09/15/17 10:21:29 AM,20.297,62.168,,,,,,
533,09/15/17 10:22:29 AM,20.225,62.860,,,,,,
534,09/15/17 10:23:29 AM,20.297,65.769,,,,,,
535,09/15/17 10:24:29 AM,20.392,68.307,,,,,,
536,09/15/17 10:25:29 AM,20.463,69.851,,,,,,
537,09/15/17 10:26:29 AM,20.559,70.993,,,,,,
538,09/15/17 10:27:29 AM,20.606,70.108,,,,,,
539,09/15/17 10:28:29 AM,20.559,66.838,,,,,,
540,09/15/17 10:29:29 AM,20.416,63.575,,,,,,
541,09/15/17 10:30:29 AM,20.344,62.994,,,,,,
542,09/15/17 10:31:29 AM,20.392,65.480,,,,,,
543,09/15/17 10:32:29 AM,20.463,67.787,,,,,,
544,09/15/17 10:33:29 AM,20.559,69.262,,,,,,
545,09/15/17 10:34:29 AM,20.630,70.211,,,,,,
546,09/15/17 10:35:29 AM,20.702,70.093,,,,,,
547,09/15/17 10:36:29 AM,20.678,67.092,,,,,,
548,09/15/17 10:37:29 AM,20.606,64.073,,,,,,
549,09/15/17 10:38:29 AM,20.559,62.749,,,,,,
550,09/15/17 10:39:29 AM,20.559,65.016,,,,,,
551,09/15/17 10:40:29 AM,20.559,67.452,,,,,,
552,09/15/17 10:41:29 AM,20.559,69.229,,,,,,
553,09/15/17 10:42:29 AM,20.583,70.182,,,,,,
554,09/15/17 10:43:29 AM,20.678,70.862,,,,,,
555,09/15/17 10:44:29 AM,20.678,68.197,,,,,,
556,09/15/17 10:45:29 AM,20.583,65.034,,,,,,
557,09/15/17 10:46:29 AM,20.416,62.486,,,,,,
558,09/15/17 10:47:29 AM,20.321,64.066,,,,,,
559,09/15/17 10:48:29 AM,20.321,66.298,,,,,,
560,09/15/17 10:49:29 AM,20.416,68.091,,,,,,
561,09/15/17 10:50:29 AM,20.511,69.740,,,,,,
562,09/15/17 10:51:29 AM,20.606,70.576,,,,,,
563,09/15/17 10:52:29 AM,20.702,69.472,,,,,,
564,09/15/17 10:53:29 AM,20.630,66.344,,,,,,
565,09/15/17 10:54:29 AM,20.511,63.555,,,,,,
566,09/15/17 10:55:29 AM,20.440,63.279,,,,,,
567,09/15/17 10:56:29 AM,20.463,66.323,,,,,,
568,09/15/17 10:57:29 AM,20.535,69.102,,,,,,
569,09/15/17 10:58:29 AM,20.630,70.426,,,,,,
570,09/15/17 10:59:29 AM,20.726,70.089,,,,,,
571,09/15/17 11:00:29 AM,20.606,66.192,,,,,,
572,09/15/17 11:01:29 AM,20.440,62.974,,,,,,
573,09/15/17 11:02:29 AM,20.273,62.382,,,,,,
574,09/15/17 11:03:29 AM,20.321,65.889,,,,,,
575,09/15/17 11:04:29 AM,20.440,68.576,,,,,,
576,09/15/17 11:05:29 AM,20.535,70.405,,,,,,
577,09/15/17 11:06:29 AM,20.606,69.967,,,,,,
578,09/15/17 11:07:29 AM,20.535,66.547,,,,,,
579,09/15/17 11:08:29 AM,20.463,64.059,,,,,,
580,09/15/17 11:09:29 AM,20.392,63.455,,,,,,
581,09/15/17 11:10:29 AM,20.440,66.044,,,,,,
582,09/15/17 11:11:29 AM,20.487,68.413,,,,,,
583,09/15/17 11:12:29 AM,20.559,69.975,,,,,,
584,09/15/17 11:13:29 AM,20.630,70.536,,,,,,
585,09/15/17 11:14:29 AM,20.606,68.642,,,,,,
586,09/15/17 11:15:29 AM,20.463,65.417,,,,,,
587,09/15/17 11:16:29 AM,20.297,62.687,,,,,,
588,09/15/17 11:17:29 AM,20.201,63.516,,,,,,
589,09/15/17 11:18:29 AM,20.201,66.346,,,,,,
590,09/15/17 11:19:29 AM,20.273,68.450,,,,,,
591,09/15/17 11:20:29 AM,20.344,69.869,,,,,,
592,09/15/17 11:21:29 AM,20.463,70.782,,,,,,
593,09/15/17 11:22:29 AM,20.487,68.884,,,,,,
594,09/15/17 11:23:29 AM,20.368,65.243,,,,,,
595,09/15/17 11:24:29 AM,20.249,63.095,,,,,,
596,09/15/17 11:25:29 AM,20.201,64.266,,,,,,
597,09/15/17 11:26:29 AM,20.273,67.560,,,,,,
598,09/15/17 11:27:29 AM,20.368,69.763,,,,,,
599,09/15/17 11:28:29 AM,20.463,70.970,,,,,,
600,09/15/17 11:29:29 AM,20.559,70.918,,,,,,
601,09/15/17 11:30:29 AM,20.630,68.114,,,,,,
602,09/15/17 11:31:29 AM,20.630,64.561,,,,,,
603,09/15/17 11:32:29 AM,20.630,61.889,,,,,,
604,09/15/17 11:33:29 AM,20.630,59.775,,,,,,
605,09/15/17 11:34:29 AM,20.630,57.900,,,,,,
606,09/15/17 11:35:29 AM,20.702,60.015,,,,,,
607,09/15/17 11:36:29 AM,20.845,62.807,,,,,,
608,09/15/17 11:37:29 AM,20.988,65.146,,,,,,
609,09/15/17 11:38:29 AM,21.059,63.980,,,,,,
610,09/15/17 11:39:29 AM,21.059,61.444,,,,,,
611,09/15/17 11:40:29 AM,20.988,58.705,,,,,,
612,09/15/17 11:41:29 AM,20.916,56.961,,,,,,
613,09/15/17 11:42:29 AM,20.892,56.310,,,,,,
614,09/15/17 11:43:29 AM,20.964,59.538,,,,,,
615,09/15/17 11:44:29 AM,21.083,62.877,,,,,,
616,09/15/17 11:45:29 AM,21.203,64.841,,,,,,
617,09/15/17 11:46:29 AM,21.179,62.108,,,,,,
618,09/15/17 11:47:29 AM,21.107,59.775,,,,,,
619,09/15/17 11:48:29 AM,21.036,57.716,,,,,,
620,09/15/17 11:49:29 AM,20.940,56.060,,,,,,
621,09/15/17 11:50:29 AM,20.892,55.960,,,,,,
622,09/15/17 11:51:29 AM,20.964,59.680,,,,,,
623,09/15/17 11:52:29 AM,21.059,63.252,,,,,,
624,09/15/17 11:53:29 AM,21.203,64.841,,,,,,
625,09/15/17 11:54:29 AM,21.203,62.276,,,,,,
626,09/15/17 11:55:29 AM,21.203,59.592,,,,,,
627,09/15/17 11:56:29 AM,21.155,57.410,,,,,,
628,09/15/17 11:57:29 AM,21.131,55.617,,,,,,
629,09/15/17 11:58:29 AM,21.059,55.612,,,,,,
630,09/15/17 11:59:29 AM,21.131,59.866,,,,,,
631,09/15/17 12:00:29 PM,21.250,63.087,,,,,,
632,09/15/17 12:01:29 PM,21.393,64.293,,,,,,
633,09/15/17 12:02:29 PM,21.370,61.540,,,,,,
634,09/15/17 12:03:29 PM,21.370,58.960,,,,,,
635,09/15/17 12:04:29 PM,21.322,57.058,,,,,,
636,09/15/17 12:05:29 PM,21.203,55.145,,,,,,
637,09/15/17 12:06:29 PM,21.131,54.081,,,,,,
638,09/15/17 12:07:29 PM,21.179,57.459,,,,,,
639,09/15/17 12:08:29 PM,21.298,61.120,,,,,,
640,09/15/17 12:09:29 PM,21.417,63.601,,,,,,
641,09/15/17 12:10:29 PM,21.465,61.798,,,,,,
642,09/15/17 12:11:29 PM,21.417,59.195,,,,,,
643,09/15/17 12:12:29 PM,21.346,57.079,,,,,,
644,09/15/17 12:13:29 PM,21.250,55.274,,,,,,
645,09/15/17 12:14:29 PM,21.131,54.026,,,,,,
646,09/15/17 12:15:29 PM,21.083,53.973,,,,,,
647,09/15/17 12:16:29 PM,21.131,57.376,,,,,,
648,09/15/17 12:17:29 PM,21.226,60.239,,,,,,
649,09/15/17 12:18:29 PM,21.346,62.540,,,,,,
650,09/15/17 12:19:29 PM,21.370,60.476,,,,,,
651,09/15/17 12:20:29 PM,21.274,57.980,,,,,,
652,09/15/17 12:21:29 PM,21.179,55.936,,,,,,
653,09/15/17 12:22:29 PM,21.059,54.525,,,,,,
654,09/15/17 12:23:29 PM,21.036,55.462,,,,,,
655,09/15/17 12:24:29 PM,21.179,59.346,,,,,,
656,09/15/17 12:25:29 PM,21.298,62.256,,,,,,
657,09/15/17 12:26:29 PM,21.417,63.218,,,,,,
658,09/15/17 12:27:29 PM,21.441,60.580,,,,,,
659,09/15/17 12:28:29 PM,21.370,58.143,,,,,,
660,09/15/17 12:29:29 PM,21.298,56.168,,,,,,
661,09/15/17 12:30:29 PM,21.250,54.736,,,,,,
662,09/15/17 12:31:29 PM,21.226,55.544,,,,,,
663,09/15/17 12:32:29 PM,21.274,59.528,,,,,,
664,09/15/17 12:33:29 PM,21.393,62.332,,,,,,
665,09/15/17 12:34:29 PM,21.513,62.725,,,,,,
666,09/15/17 12:35:29 PM,21.489,59.831,,,,,,
667,09/15/17 12:36:29 PM,21.393,57.447,,,,,,
668,09/15/17 12:37:29 PM,21.274,55.544,,,,,,
669,09/15/17 12:38:29 PM,21.250,54.350,,,,,,
670,09/15/17 12:39:29 PM,21.274,56.818,,,,,,
671,09/15/17 12:40:29 PM,21.393,60.251,,,,,,
672,09/15/17 12:41:29 PM,21.537,62.985,,,,,,
673,09/15/17 12:42:29 PM,21.561,61.664,,,,,,
674,09/15/17 12:43:29 PM,21.489,59.256,,,,,,
675,09/15/17 12:44:29 PM,21.465,57.429,,,,,,
676,09/15/17 12:45:29 PM,21.393,55.843,,,,,,
677,09/15/17 12:46:29 PM,21.346,54.619,,,,,,
678,09/15/17 12:47:29 PM,21.322,53.746,,,,,,
679,09/15/17 12:48:29 PM,21.274,52.849,,,,,,
680,09/15/17 12:49:29 PM,21.250,53.432,,,,,,
681,09/15/17 12:50:29 PM,21.298,57.198,,,,,,
682,09/15/17 12:51:29 PM,21.346,60.567,,,,,,
683,09/15/17 12:52:29 PM,21.417,62.426,,,,,,
684,09/15/17 12:53:29 PM,21.393,60.117,,,,,,
685,09/15/17 12:54:29 PM,21.298,57.498,,,,,,
686,09/15/17 12:55:29 PM,21.274,55.924,,,,,,
687,09/15/17 12:56:29 PM,21.250,54.395,,,,,,
688,09/15/17 12:57:29 PM,21.203,53.170,,,,,,
689,09/15/17 12:58:29 PM,21.155,52.126,,,,,,
690,09/15/17 12:59:29 PM,21.179,55.412,,,,,,
691,09/15/17 01:00:29 PM,21.274,59.029,,,,,,
692,09/15/17 01:01:29 PM,21.370,61.857,,,,,,
693,09/15/17 01:02:29 PM,21.417,60.346,,,,,,
694,09/15/17 01:03:29 PM,21.393,57.965,,,,,,
695,09/15/17 01:04:29 PM,21.346,56.181,,,,,,
696,09/15/17 01:05:29 PM,21.226,54.435,,,,,,
697,09/15/17 01:06:29 PM,21.179,54.157,,,,,,
698,09/15/17 01:07:29 PM,21.226,57.055,,,,,,
699,09/15/17 01:08:29 PM,21.298,59.827,,,,,,
700,09/15/17 01:09:29 PM,21.417,61.979,,,,,,
701,09/15/17 01:10:29 PM,21.417,60.431,,,,,,
702,09/15/17 01:11:29 PM,21.393,57.923,,,,,,
703,09/15/17 01:12:29 PM,21.298,55.757,,,,,,
704,09/15/17 01:13:29 PM,21.179,54.482,,,,,,
705,09/15/17 01:14:29 PM,21.059,53.838,,,,,,
706,09/15/17 01:15:29 PM,21.107,57.491,,,,,,
707,09/15/17 01:16:29 PM,21.226,61.012,,,,,,
708,09/15/17 01:17:29 PM,21.370,63.145,,,,,,
709,09/15/17 01:18:29 PM,21.370,60.821,,,,,,
710,09/15/17 01:19:29 PM,21.322,58.789,,,,,,
711,09/15/17 01:20:29 PM,21.250,56.969,,,,,,
712,09/15/17 01:21:29 PM,21.179,55.629,,,,,,
713,09/15/17 01:22:29 PM,21.059,54.333,,,,,,
714,09/15/17 01:23:29 PM,21.012,53.710,,,,,,
715,09/15/17 01:24:29 PM,20.940,52.685,,,,,,
716,09/15/17 01:25:29 PM,20.964,55.432,,,,,,
717,09/15/17 01:26:29 PM,21.036,59.380,,,,,,
718,09/15/17 01:27:29 PM,21.155,62.248,,,,,,
719,09/15/17 01:28:29 PM,21.203,61.706,,,,,,
720,09/15/17 01:29:29 PM,21.155,59.180,,,,,,
721,09/15/17 01:30:29 PM,21.131,57.471,,,,,,
722,09/15/17 01:31:29 PM,21.036,55.510,,,,,,
723,09/15/17 01:32:29 PM,20.916,56.417,,,,,,
724,09/15/17 01:33:29 PM,20.988,60.112,,,,,,
725,09/15/17 01:34:29 PM,21.059,62.761,,,,,,
726,09/15/17 01:35:29 PM,21.107,62.414,,,,,,
727,09/15/17 01:36:29 PM,21.012,59.781,,,,,,
728,09/15/17 01:37:29 PM,20.964,57.803,,,,,,
729,09/15/17 01:38:29 PM,20.845,55.838,,,,,,
730,09/15/17 01:39:29 PM,20.749,56.639,,,,,,
731,09/15/17 01:40:29 PM,20.773,60.974,,,,,,
732,09/15/17 01:41:29 PM,20.869,63.417,,,,,,
733,09/15/17 01:42:29 PM,20.940,65.107,,,,,,
734,09/15/17 01:43:29 PM,21.012,62.318,,,,,,
735,09/15/17 01:44:29 PM,20.940,59.654,,,,,,
736,09/15/17 01:45:29 PM,20.869,57.925,,,,,,
737,09/15/17 01:46:29 PM,20.845,56.679,,,,,,
738,09/15/17 01:47:29 PM,20.821,55.292,,,,,,
739,09/15/17 01:48:29 PM,20.749,54.085,,,,,,
740,09/15/17 01:49:29 PM,20.749,53.241,,,,,,
741,09/15/17 01:50:29 PM,20.797,56.309,,,,,,
742,09/15/17 01:51:29 PM,20.964,60.300,,,,,,
743,09/15/17 01:52:29 PM,21.155,63.190,,,,,,
744,09/15/17 01:53:29 PM,21.203,61.467,,,,,,
745,09/15/17 01:54:29 PM,21.155,58.981,,,,,,
746,09/15/17 01:55:29 PM,21.083,56.787,,,,,,
747,09/15/17 01:56:29 PM,21.012,55.042,,,,,,
748,09/15/17 01:57:29 PM,20.916,53.704,,,,,,
749,09/15/17 01:58:29 PM,20.845,52.651,,,,,,
750,09/15/17 01:59:29 PM,20.821,54.942,,,,,,
751,09/15/17 02:00:29 PM,20.988,59.564,,,,,,
752,09/15/17 02:01:29 PM,21.131,62.786,,,,,,
753,09/15/17 02:02:29 PM,21.274,62.106,,,,,,
754,09/15/17 02:03:29 PM,21.250,59.204,,,,,,
755,09/15/17 02:04:29 PM,21.155,56.704,,,,,,
756,09/15/17 02:05:29 PM,21.107,54.924,,,,,,
757,09/15/17 02:06:29 PM,21.012,53.518,,,,,,
758,09/15/17 02:07:29 PM,20.988,52.682,,,,,,
759,09/15/17 02:08:29 PM,20.964,54.060,,,,,,
760,09/15/17 02:09:29 PM,21.036,57.688,,,,,,
761,09/15/17 02:10:29 PM,21.155,60.306,,,,,,
762,09/15/17 02:11:29 PM,21.250,60.848,,,,,,
763,09/15/17 02:12:29 PM,21.226,58.150,,,,,,
764,09/15/17 02:13:29 PM,21.131,55.973,,,,,,
765,09/15/17 02:14:29 PM,21.036,54.554,,,,,,
766,09/15/17 02:15:29 PM,21.012,57.162,,,,,,
767,09/15/17 02:16:29 PM,21.059,60.462,,,,,,
768,09/15/17 02:17:29 PM,21.083,63.061,,,,,,
769,09/15/17 02:18:29 PM,21.107,62.297,,,,,,
770,09/15/17 02:19:29 PM,21.012,59.590,,,,,,
771,09/15/17 02:20:29 PM,20.869,57.441,,,,,,
772,09/15/17 02:21:29 PM,20.797,57.858,,,,,,
773,09/15/17 02:22:29 PM,20.845,61.028,,,,,,
774,09/15/17 02:23:29 PM,20.940,64.093,,,,,,
775,09/15/17 02:24:29 PM,20.988,64.557,,,,,,
776,09/15/17 02:25:29 PM,20.964,61.357,,,,,,
777,09/15/17 02:26:29 PM,20.964,58.257,,,,,,
778,09/15/17 02:27:29 PM,20.988,55.594,,,,,,
779,09/15/17 02:27:33 PM,,,,,,Logged,,
780,09/15/17 02:27:36 PM,,,,,,,Logged,Logged
