"Plot Title: Temp_W2"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20218137, SEN S/N: 20218137)","RH, % (LGR S/N: 20218137, SEN S/N: 20218137)","Button Down (LGR S/N: 20218137)","Stopped (LGR S/N: 20218137)","Started (LGR S/N: 20218137)","Button Up (LGR S/N: 20218137)","End Of File (LGR S/N: 20218137)"
1,09/12/17 03:23:39 PM,23.862,56.962,,,,,
2,09/12/17 03:23:47 PM,,,Logged,,,,
3,09/12/17 03:23:50 PM,,,,Logged,,,
4,09/12/17 03:37:35 PM,,,,,Logged,,
5,09/12/17 03:37:36 PM,,,,,,Logged,
6,09/12/17 03:37:39 PM,24.779,58.431,,,,,
7,09/12/17 03:38:39 PM,24.900,56.468,,,,,
8,09/12/17 03:39:39 PM,24.852,55.826,,,,,
9,09/12/17 03:40:39 PM,24.803,56.053,,,,,
10,09/12/17 03:41:39 PM,24.706,55.532,,,,,
11,09/12/17 03:42:39 PM,24.634,55.190,,,,,
12,09/12/17 03:43:39 PM,24.561,55.044,,,,,
13,09/12/17 03:44:39 PM,24.513,55.106,,,,,
14,09/12/17 03:45:39 PM,24.489,55.470,,,,,
15,09/12/17 03:46:39 PM,24.465,55.829,,,,,
16,09/12/17 03:47:39 PM,24.441,56.089,,,,,
17,09/12/17 03:48:39 PM,24.417,56.353,,,,,
18,09/12/17 03:49:39 PM,24.417,56.559,,,,,
19,09/12/17 03:50:39 PM,24.392,56.719,,,,,
20,09/12/17 03:51:39 PM,24.368,56.894,,,,,
21,09/12/17 03:52:39 PM,24.368,57.065,,,,,
22,09/12/17 03:53:39 PM,24.344,57.200,,,,,
23,09/12/17 03:54:39 PM,24.368,57.384,,,,,
24,09/12/17 03:55:39 PM,24.368,57.151,,,,,
25,09/12/17 03:56:39 PM,24.368,57.238,,,,,
26,09/12/17 03:57:39 PM,24.368,57.355,,,,,
27,09/12/17 03:58:39 PM,24.344,57.522,,,,,
28,09/12/17 03:59:39 PM,24.344,57.641,,,,,
29,09/12/17 04:00:39 PM,24.320,57.873,,,,,
30,09/12/17 04:01:39 PM,24.320,57.964,,,,,
31,09/12/17 04:02:39 PM,24.272,57.614,,,,,
32,09/12/17 04:03:39 PM,24.199,57.513,,,,,
33,09/12/17 04:04:39 PM,24.127,57.738,,,,,
34,09/12/17 04:05:39 PM,24.079,57.900,,,,,
35,09/12/17 04:06:39 PM,24.031,58.094,,,,,
36,09/12/17 04:07:39 PM,24.006,58.176,,,,,
37,09/12/17 04:08:39 PM,23.982,58.306,,,,,
38,09/12/17 04:09:39 PM,23.958,58.436,,,,,
39,09/12/17 04:10:39 PM,24.199,60.022,,,,,
40,09/12/17 04:11:39 PM,24.344,58.937,,,,,
41,09/12/17 04:12:39 PM,24.344,58.142,,,,,
42,09/12/17 04:13:39 PM,24.344,57.791,,,,,
43,09/12/17 04:14:39 PM,24.344,57.597,,,,,
44,09/12/17 04:15:39 PM,24.344,57.656,,,,,
45,09/12/17 04:16:39 PM,24.417,57.039,,,,,
46,09/12/17 04:17:39 PM,24.465,54.757,,,,,
47,09/12/17 04:18:39 PM,24.489,52.735,,,,,
48,09/12/17 04:19:39 PM,24.465,51.317,,,,,
49,09/12/17 04:20:31 PM,,,Logged,,,,
50,09/12/17 04:20:34 PM,,,,Logged,,,
51,09/13/17 08:16:29 AM,,,,,Logged,,
52,09/13/17 08:16:30 AM,,,,,,Logged,
53,09/13/17 08:16:39 AM,22.278,59.388,,,,,
54,09/13/17 08:17:39 AM,23.261,57.682,,,,,
55,09/13/17 08:18:39 AM,24.199,54.837,,,,,
56,09/13/17 08:19:39 AM,24.948,51.948,,,,,
57,09/13/17 08:20:39 AM,25.458,50.363,,,,,
58,09/13/17 08:21:39 AM,25.895,49.374,,,,,
59,09/13/17 08:22:39 AM,26.212,48.916,,,,,
60,09/13/17 08:23:39 AM,27.167,46.606,,,,,
61,09/13/17 08:24:39 AM,28.103,43.492,,,,,
62,09/13/17 08:25:39 AM,28.475,39.368,,,,,
63,09/13/17 08:26:39 AM,28.698,36.828,,,,,
64,09/13/17 08:27:39 AM,28.574,36.293,,,,,
65,09/13/17 08:28:39 AM,28.400,36.400,,,,,
66,09/13/17 08:29:39 AM,28.227,36.606,,,,,
67,09/13/17 08:30:39 AM,28.648,36.096,,,,,
68,09/13/17 08:31:39 AM,29.596,35.208,,,,,
69,09/13/17 08:32:39 AM,30.401,34.141,,,,,
70,09/13/17 08:33:39 AM,30.957,33.304,,,,,
71,09/13/17 08:34:39 AM,30.932,32.920,,,,,
72,09/13/17 08:35:39 AM,30.577,32.877,,,,,
73,09/13/17 08:36:39 AM,30.149,33.370,,,,,
74,09/13/17 08:37:39 AM,29.998,33.643,,,,,
75,09/13/17 08:38:39 AM,30.451,33.481,,,,,
76,09/13/17 08:39:39 AM,30.907,32.887,,,,,
77,09/13/17 08:40:39 AM,31.798,32.010,,,,,
78,09/13/17 08:41:39 AM,32.209,31.143,,,,,
79,09/13/17 08:42:39 AM,32.595,30.474,,,,,
80,09/13/17 08:43:39 AM,32.209,30.408,,,,,
81,09/13/17 08:44:39 AM,31.696,30.852,,,,,
82,09/13/17 08:45:39 AM,31.186,31.502,,,,,
83,09/13/17 08:46:39 AM,30.653,31.351,,,,,
84,09/13/17 08:47:39 AM,30.224,32.376,,,,,
85,09/13/17 08:48:39 AM,29.922,33.047,,,,,
86,09/13/17 08:49:39 AM,29.596,33.706,,,,,
87,09/13/17 08:50:39 AM,29.371,35.768,,,,,
88,09/13/17 08:51:39 AM,29.171,34.939,,,,,
