Serial Number:20053111 --

Date Time - GMT +03:00,"Temp, (*F)","RH, (%)","DewPt, (*F)",Host Connect,Started,EOF,
2017-09-13 09:00:14,64.97,67.57,54.01, , , ,
2017-09-13 09:10:14,65.74,66.15,54.17, , , ,
2017-09-13 09:20:14,66.51,65.79,54.75, , , ,
2017-09-13 09:30:14,66.36,64.64,54.12, , , ,
2017-09-13 09:40:14,66.51,63.94,53.97, , , ,
2017-09-13 09:50:14,65.35,64.79,53.23, , , ,
2017-09-13 10:00:14,65.66,65.73,53.92, , , ,
2017-09-13 10:10:14,65.97,64.85,53.84, , , ,
2017-09-13 10:20:14,66.90,63.27,54.05, , , ,
2017-09-13 10:30:14,67.44,61.86,53.94, , , ,
2017-09-13 10:40:14,67.21,61.13,53.40, , , ,
2017-09-13 10:50:14,68.91,59.09,54.07, , , ,
2017-09-13 11:00:14,69.76,57.94,54.33, , , ,
2017-09-13 11:10:14,69.60,57.17,53.81, , , ,
2017-09-13 11:20:14,69.52,58.16,54.21, , , ,
2017-09-13 11:30:14,69.06,57.88,53.65, , , ,
2017-09-13 11:40:14,69.68,56.95,53.78, , , ,
2017-09-13 11:50:14,69.29,56.89,53.39, , , ,
2017-09-13 12:00:14,70.91,55.54,54.25, , , ,
2017-09-13 12:10:14,70.53,54.51,53.37, , , ,
2017-09-13 12:20:14,70.91,55.04,54.00, , , ,
2017-09-13 12:30:14,71.84,53.38,54.02, , , ,
2017-09-13 12:40:14,72.84,51.73,54.09, , , ,
2017-09-13 12:50:14,73.15,50.94,53.95, , , ,
2017-09-13 13:00:14,78.10,44.69,54.87, , , ,
2017-09-13 13:10:14,78.17,43.91,54.46, , , ,
2017-09-13 13:18:51, , , ,Logged, , ,
2017-09-13 13:20:14,77.63,45.43,54.90, , , ,
2017-09-13 13:30:14,78.33,43.84,54.56, , , ,
2017-09-13 13:40:14,78.33,43.65,54.43, , , ,
2017-09-13 13:50:14,75.47,47.08,53.91, , , ,
2017-09-13 14:00:14,75.55,47.33,54.13, , , ,
2017-09-13 14:10:14,76.47,46.56,54.53, , , ,
2017-09-13 14:20:14,75.62,47.56,54.33, , , ,
2017-09-13 14:30:14,75.62,46.85,53.92, , , ,
2017-09-13 14:40:14,74.70,46.98,53.15, , , ,
2017-09-13 14:50:14,75.16,47.33,53.78, , , ,
2017-09-13 15:00:14,74.62,47.72,53.51, , , ,
2017-09-13 15:10:14,75.16,46.82,53.48, , , ,
2017-09-13 15:20:14,74.70,45.95,52.55, , , ,
2017-09-13 15:30:14,74.00,46.46,52.22, , , ,
2017-09-13 15:40:14,73.77,45.63,51.51, , , ,
2017-09-13 15:50:14,74.16,45.92,52.04, , , ,
2017-09-13 16:00:14,73.85,44.66,51.00, , , ,
2017-09-13 16:10:14,73.69,44.14,50.55, , , ,
2017-09-13 16:20:14,73.69,44.14,50.55, , , ,
2017-09-13 16:30:14,73.54,44.82,50.82, , , ,
2017-09-13 16:40:14,73.54,45.40,51.17, , , ,
2017-09-13 16:50:14,73.00,44.85,50.35, , , ,
2017-09-13 17:00:14,72.77,45.56,50.56, , , ,
2017-09-13 17:10:14,72.61,46.37,50.90, , , ,
2017-09-13 17:20:14,72.46,47.40,51.35, , , ,
2017-09-13 17:30:14,72.07,47.56,51.09, , , ,
2017-09-13 17:40:14,71.61,48.29,51.08, , , ,
2017-09-13 17:50:14,71.22,48.77,50.99, , , ,
2017-09-13 18:00:14,70.84,49.06,50.80, , , ,
2017-09-13 18:10:14,70.53,50.02,51.04, , , ,
2017-09-13 18:20:14,70.22,50.27,50.89, , , ,
2017-09-13 18:30:14,69.99,50.72,50.92, , , ,
2017-09-13 18:40:14,69.68,50.69,50.61, , , ,
2017-09-13 18:50:14,69.45,51.45,50.80, , , ,
2017-09-13 19:00:14,69.14,52.40,51.01, , , ,
2017-09-13 19:10:14,68.91,53.41,51.31, , , ,
2017-09-13 19:20:14,68.67,54.10,51.45, , , ,
2017-09-13 19:30:14,68.29,54.57,51.32, , , ,
2017-09-13 19:40:14,68.29,54.86,51.46, , , ,
2017-09-13 19:50:14,67.98,54.57,51.04, , , ,
2017-09-13 20:00:14,67.98,54.82,51.16, , , ,
2017-09-13 20:10:14,67.75,55.04,51.05, , , ,
2017-09-13 20:20:14,67.59,55.26,51.02, , , ,
2017-09-13 20:30:14,67.44,55.51,51.00, , , ,
2017-09-13 20:40:14,67.36,56.01,51.17, , , ,
2017-09-13 20:50:14,67.36,56.26,51.29, , , ,
2017-09-13 21:00:14,67.36,56.76,51.53, , , ,
2017-09-13 21:10:14,67.28,56.95,51.54, , , ,
2017-09-13 21:20:14,67.21,57.20,51.59, , , ,
2017-09-13 21:30:14,66.82,58.66,51.91, , , ,
2017-09-13 21:40:14,66.67,59.62,52.21, , , ,
2017-09-13 21:50:14,66.51,60.33,52.38, , , ,
2017-09-13 22:00:14,66.20,61.03,52.41, , , ,
2017-09-13 22:10:14,65.89,61.71,52.42, , , ,
2017-09-13 22:20:14,65.66,62.41,52.51, , , ,
2017-09-13 22:30:14,65.59,62.66,52.54, , , ,
2017-09-13 22:40:14,65.28,63.33,52.54, , , ,
2017-09-13 22:50:14,65.51,63.36,52.77, , , ,
2017-09-13 23:00:14,65.43,63.85,52.90, , , ,
2017-09-13 23:10:14,64.50,65.94,52.90, , , ,
2017-09-13 23:20:14,64.12,67.30,53.09, , , ,
2017-09-13 23:30:14,63.81,67.75,52.98, , , ,
2017-09-13 23:40:14,63.66,68.32,53.06, , , ,
2017-09-13 23:50:14,63.96,68.23,53.32, , , ,
2017-09-14 00:00:14,63.35,69.66,53.30, , , ,
2017-09-14 00:10:14,63.27,70.05,53.37, , , ,
2017-09-14 00:20:14,63.35,70.20,53.51, , , ,
2017-09-14 00:30:14,62.81,72.36,53.82, , , ,
2017-09-14 00:40:14,62.81,72.86,54.01, , , ,
2017-09-14 00:50:14,62.65,73.19,53.98, , , ,
2017-09-14 01:00:14,62.65,73.31,54.02, , , ,
2017-09-14 01:10:14,62.65,73.78,54.20, , , ,
2017-09-14 01:20:14,62.34,73.72,53.88, , , ,
2017-09-14 01:30:14,62.57,73.75,54.11, , , ,
2017-09-14 01:40:14,62.27,74.51,54.10, , , ,
2017-09-14 01:50:14,62.03,75.50,54.24, , , ,
2017-09-14 02:00:14,62.11,75.47,54.30, , , ,
2017-09-14 02:10:14,61.96,75.97,54.33, , , ,
2017-09-14 02:20:14,61.80,76.73,54.45, , , ,
2017-09-14 02:30:14,61.42,77.66,54.41, , , ,
2017-09-14 02:40:14,61.57,77.66,54.56, , , ,
2017-09-14 02:50:14,61.96,76.87,54.65, , , ,
2017-09-14 03:00:14,61.65,77.16,54.46, , , ,
2017-09-14 03:10:14,61.80,77.19,54.62, , , ,
2017-09-14 03:20:14,61.42,78.03,54.54, , , ,
2017-09-14 03:30:14,61.57,77.66,54.56, , , ,
2017-09-14 03:40:14,61.96,76.76,54.61, , , ,
2017-09-14 03:50:14,61.34,78.20,54.53, , , ,
2017-09-14 04:00:14,61.49,78.06,54.62, , , ,
2017-09-14 04:10:14,61.03,79.01,54.51, , , ,
2017-09-14 04:20:14,61.11,78.95,54.56, , , ,
2017-09-14 04:30:14,61.11,79.85,54.87, , , ,
2017-09-14 04:40:14,60.88,79.82,54.64, , , ,
2017-09-14 04:50:14,60.88,80.33,54.81, , , ,
2017-09-14 05:00:14,60.88,80.71,54.94, , , ,
2017-09-14 05:10:14,60.72,81.22,54.96, , , ,
2017-09-14 05:20:14,61.11,80.39,55.06, , , ,
2017-09-14 05:30:14,61.11,80.36,55.05, , , ,
2017-09-14 05:40:14,61.49,79.44,55.11, , , ,
2017-09-14 05:50:14,61.26,79.96,55.06, , , ,
2017-09-14 06:00:14,61.72,79.07,55.20, , , ,
2017-09-14 06:10:14,61.96,78.61,55.27, , , ,
2017-09-14 06:20:14,61.88,79.10,55.36, , , ,
2017-09-14 06:30:14,62.19,78.12,55.32, , , ,
2017-09-14 06:40:14,62.34,78.26,55.52, , , ,
2017-09-14 06:50:14,62.11,78.67,55.44, , , ,
2017-09-14 07:00:14,62.03,79.56,55.67, , , ,
2017-09-14 07:10:14,61.88,80.36,55.80, , , ,
2017-09-14 07:20:14,61.57,81.33,55.83, , , ,
2017-09-14 07:30:14,62.42,80.99,56.54, , , ,
2017-09-14 07:40:14,62.11,81.73,56.49, , , ,
2017-09-14 07:50:14,62.50,81.42,56.77, , , ,
2017-09-14 08:00:14,62.11,81.73,56.49, , , ,
2017-09-14 08:10:14,61.80,81.79,56.21, , , ,
2017-09-14 08:20:14,61.49,82.64,56.20, , , ,
2017-09-14 08:30:14,61.80,82.25,56.37, , , ,
2017-09-14 08:40:14,61.72,82.59,56.41, , , ,
2017-09-14 08:50:14,62.03,82.25,56.59, , , ,
2017-09-14 09:00:14,62.19,82.30,56.76, , , ,
2017-09-14 09:10:14,62.96,80.62,56.94, , , ,
2017-09-14 09:20:14,63.50,79.73,57.16, , , ,
2017-09-14 09:30:14,64.12,77.97,57.14, , , ,
2017-09-14 09:40:14,64.89,76.64,57.41, , , ,
2017-09-14 09:50:14,66.05,75.12,57.98, , , ,
2017-09-14 10:00:14,66.67,73.22,57.86, , , ,
2017-09-14 10:10:14,67.28,72.45,58.16, , , ,
2017-09-14 10:20:14,67.59,71.06,57.92, , , ,
2017-09-14 10:30:14,67.67,70.02,57.58, , , ,
2017-09-14 10:40:14,67.52,69.57,57.25, , , ,
2017-09-14 10:50:14,68.06,68.35,57.28, , , ,
2017-09-14 11:00:14,67.83,70.56,57.94, , , ,
2017-09-14 11:10:14,67.44,69.57,57.18, , , ,
2017-09-14 11:20:14,67.59,68.77,57.00, , , ,
2017-09-14 11:30:14,68.06,68.14,57.19, , , ,
2017-09-14 11:40:14,68.37,67.27,57.13, , , ,
2017-09-14 11:50:14,67.13,67.63,56.10, , , ,
2017-09-14 12:00:14,68.06,65.91,56.27, , , ,
2017-09-14 12:09:55, , , ,Logged, , ,
2017-09-14 12:10:14,67.67,66.33,56.08, , , ,
2017-09-14 12:20:14,68.91,65.12,56.75, , , ,
2017-09-14 12:30:14,68.52,64.61,56.16, , , ,
2017-09-14 12:40:14,68.91,64.15,56.33, , , ,
2017-09-14 12:50:14,69.45,63.97,56.76, , , ,
2017-09-14 13:00:14,70.91,60.97,56.82, , , ,
2017-09-14 13:10:14,71.38,60.02,56.82, , , ,
2017-09-14 13:20:14,72.84,57.17,56.84, , , ,
2017-09-14 13:30:14,73.54,56.98,57.40, , , ,
2017-09-14 13:40:14,74.85,54.60,57.44, , , ,
2017-09-14 13:50:14,75.55,53.41,57.47, , , ,
2017-09-14 14:00:14,76.17,51.73,57.15, , , ,
2017-09-14 14:10:14,75.32,52.15,56.59, , , ,
2017-09-14 14:20:14,75.78,50.43,56.09, , , ,
2017-09-14 14:30:14,74.62,51.35,55.52, , , ,
2017-09-14 14:40:14,75.55,50.08,55.69, , , ,
2017-09-14 14:50:14,75.55,48.55,54.83, , , ,
2017-09-14 15:00:14,75.47,49.64,55.37, , , ,
2017-09-14 15:10:14,76.17,49.13,55.72, , , ,
2017-09-14 15:20:14,76.32,49.70,56.18, , , ,
2017-09-14 15:30:14,77.09,47.97,55.91, , , ,
2017-09-14 15:40:14,76.32,48.61,55.57, , , ,
2017-09-14 15:50:14,75.16,49.03,54.75, , , ,
2017-09-14 16:00:14,75.16,50.05,55.31, , , ,
2017-09-14 16:10:14,74.62,50.27,54.94, , , ,
2017-09-14 16:20:14,74.23,50.81,54.88, , , ,
2017-09-14 16:30:14,72.46,52.94,54.36, , , ,
2017-09-14 16:40:14,72.07,53.63,54.36, , , ,
2017-09-14 16:50:14,72.38,52.68,54.16, , , ,
2017-09-14 17:00:14,73.08,52.72,54.82, , , ,
2017-09-14 17:10:14,72.23,53.19,54.28, , , ,
2017-09-14 17:20:14,71.84,54.38,54.53, , , ,
2017-09-14 17:30:14,71.07,55.04,54.14, , , ,
2017-09-14 17:40:14,70.37,55.98,53.96, , , ,
2017-09-14 17:50:14,70.06,56.73,54.03, , , ,
2017-09-14 18:00:14,69.68,57.45,54.02, , , ,
2017-09-14 18:10:14,69.22,58.13,53.91, , , ,
2017-09-14 18:20:14,68.98,58.84,54.02, , , ,
2017-09-14 18:30:14,68.67,59.06,53.84, , , ,
2017-09-14 18:40:14,68.52,59.52,53.90, , , ,
2017-09-14 18:50:14,68.44,60.02,54.06, , , ,
2017-09-14 19:00:14,68.29,60.23,54.01, , , ,
2017-09-14 19:10:14,68.29,60.97,54.34, , , ,
2017-09-14 19:20:14,67.98,61.92,54.48, , , ,
2017-09-14 19:30:14,67.75,63.57,54.98, , , ,
2017-09-14 19:40:14,67.67,64.03,55.11, , , ,
2017-09-14 19:50:14,67.52,64.76,55.27, , , ,
2017-09-14 20:00:14,67.52,64.76,55.27, , , ,
2017-09-14 20:10:14,67.52,65.21,55.46, , , ,
2017-09-14 20:20:14,67.52,65.46,55.57, , , ,
2017-09-14 20:30:14,67.28,64.24,54.83, , , ,
2017-09-14 20:40:14,67.13,63.02,54.16, , , ,
2017-09-14 20:50:14,66.82,63.24,53.96, , , ,
2017-09-14 21:00:14,66.90,63.27,54.05, , , ,
2017-09-14 21:10:14,66.74,63.24,53.89, , , ,
2017-09-14 21:20:14,66.59,63.24,53.74, , , ,
2017-09-14 21:30:14,66.44,63.70,53.79, , , ,
2017-09-14 21:40:14,66.44,63.94,53.90, , , ,
2017-09-14 21:50:14,66.36,64.15,53.91, , , ,
2017-09-14 22:00:14,66.28,64.15,53.84, , , ,
2017-09-14 22:10:14,66.20,64.15,53.77, , , ,
2017-09-14 22:20:14,66.20,64.15,53.77, , , ,
2017-09-14 22:30:14,66.13,64.15,53.69, , , ,
2017-09-14 22:40:14,66.05,64.12,53.61, , , ,
2017-09-14 22:50:14,65.97,64.36,53.64, , , ,
2017-09-14 23:00:14,65.89,64.61,53.67, , , ,
2017-09-14 23:10:14,65.51,64.30,53.17, , , ,
2017-09-14 23:20:14,65.35,64.55,53.13, , , ,
2017-09-14 23:30:14,65.20,64.76,53.07, , , ,
2017-09-14 23:40:14,65.28,64.30,52.95, , , ,
2017-09-14 23:50:14,64.97,64.52,52.75, , , ,
2017-09-15 00:00:14,64.74,64.49,52.52, , , ,
2017-09-15 00:10:14,64.50,64.46,52.28, , , ,
2017-09-15 00:20:14,64.50,64.46,52.28, , , ,
2017-09-15 00:30:14,64.43,64.70,52.31, , , ,
2017-09-15 00:40:14,64.35,64.67,52.23, , , ,
2017-09-15 00:50:14,64.12,64.91,52.11, , , ,
2017-09-15 01:00:14,64.20,64.91,52.18, , , ,
2017-09-15 01:10:14,63.89,65.12,51.98, , , ,
2017-09-15 01:20:14,63.89,65.12,51.98, , , ,
2017-09-15 01:30:14,63.89,65.12,51.98, , , ,
2017-09-15 01:40:14,63.81,65.49,52.06, , , ,
2017-09-15 01:50:14,63.89,65.12,51.98, , , ,
2017-09-15 02:00:14,63.58,65.82,51.97, , , ,
2017-09-15 02:10:14,63.66,65.37,51.86, , , ,
2017-09-15 02:20:14,63.89,65.97,52.33, , , ,
2017-09-15 02:30:14,63.73,65.91,52.16, , , ,
2017-09-15 02:40:14,63.58,66.33,52.18, , , ,
2017-09-15 02:50:14,63.42,65.97,51.89, , , ,
2017-09-15 03:00:14,63.42,66.75,52.21, , , ,
2017-09-15 03:10:14,63.42,66.75,52.21, , , ,
2017-09-15 03:20:14,63.19,66.75,51.99, , , ,
2017-09-15 03:30:14,63.27,66.87,52.11, , , ,
2017-09-15 03:40:14,63.27,67.27,52.27, , , ,
2017-09-15 03:50:14,63.35,67.39,52.39, , , ,
2017-09-15 04:00:14,62.88,67.66,52.06, , , ,
2017-09-15 04:10:14,63.19,67.24,52.18, , , ,
2017-09-15 04:20:14,63.35,67.30,52.35, , , ,
2017-09-15 04:30:14,63.35,67.69,52.51, , , ,
2017-09-15 04:40:14,63.27,67.75,52.46, , , ,
2017-09-15 04:50:14,63.19,67.75,52.39, , , ,
2017-09-15 05:00:14,63.27,68.29,52.68, , , ,
2017-09-15 05:10:14,63.11,68.77,52.72, , , ,
2017-09-15 05:20:14,62.96,68.74,52.56, , , ,
2017-09-15 05:30:14,62.96,68.68,52.54, , , ,
2017-09-15 05:40:14,62.96,69.04,52.68, , , ,
2017-09-15 05:50:14,63.04,68.80,52.66, , , ,
2017-09-15 06:00:14,63.04,69.04,52.75, , , ,
2017-09-15 06:10:14,62.88,68.65,52.45, , , ,
2017-09-15 06:20:14,62.81,69.12,52.57, , , ,
2017-09-15 06:30:14,62.73,69.12,52.49, , , ,
2017-09-15 06:40:14,62.81,69.57,52.74, , , ,
2017-09-15 06:50:14,62.96,69.63,52.91, , , ,
2017-09-15 07:00:14,63.11,68.80,52.73, , , ,
2017-09-15 07:10:14,63.27,69.06,52.99, , , ,
2017-09-15 07:20:14,63.89,70.11,53.99, , , ,
2017-09-15 07:30:14,63.96,67.87,53.17, , , ,
2017-09-15 07:40:14,64.20,67.33,53.18, , , ,
2017-09-15 07:50:14,64.58,66.06,53.03, , , ,
2017-09-15 08:00:14,65.51,64.79,53.38, , , ,
2017-09-15 08:10:14,66.90,63.02,53.94, , , ,
2017-09-15 08:20:14,68.13,62.17,54.73, , , ,
2017-09-15 08:30:14,68.44,59.03,53.60, , , ,
2017-09-15 08:40:14,68.98,58.60,53.91, , , ,
2017-09-15 08:50:14,69.83,58.69,54.75, , , ,
2017-09-15 09:00:14,69.83,57.94,54.40, , , ,
2017-09-15 09:10:14,70.30,57.45,54.60, , , ,
2017-09-15 09:20:14,71.92,56.86,55.83, , , ,
2017-09-15 09:30:14,71.84,54.38,54.53, , , ,
2017-09-15 09:40:14,71.69,54.38,54.39, , , ,
2017-09-15 09:50:14,71.61,56.08,55.16, , , ,
2017-09-15 10:00:14,71.76,56.14,55.33, , , ,
2017-09-15 10:10:14,71.69,54.64,54.51, , , ,
2017-09-15 10:20:14,71.84,53.88,54.27, , , ,
2017-09-15 10:30:14,72.23,54.16,54.78, , , ,
2017-09-15 10:40:14,72.69,52.68,54.44, , , ,
2017-09-15 10:50:14,74.08,51.32,55.01, , , ,
2017-09-15 11:00:14,74.16,49.73,54.22, , , ,
2017-09-15 11:10:14,74.93,48.84,54.43, , , ,
2017-09-15 11:20:14,76.55,49.38,56.22, , , ,
2017-09-15 11:30:14,77.09,47.65,55.73, , , ,
2017-09-15 11:40:14,76.24,47.91,55.10, , , ,
2017-09-15 11:50:14,80.03,43.23,55.70, , , ,
2017-09-15 12:00:14,81.03,42.25,55.97, , , ,
2017-09-15 12:10:14,80.41,43.52,56.23, , , ,
2017-09-15 12:20:14,80.57,41.07,54.78, , , ,
2017-09-15 12:30:14,81.18,39.37,54.17, , , ,
2017-09-15 12:34:19, , , ,Logged, , ,
2017-09-15 12:40:14,79.18,42.87,54.71, , , ,
2017-09-15 12:50:14,78.87,44.40,55.39, , , ,
2017-09-15 13:00:14,82.03,41.76,56.55, , , ,
2017-09-15 13:10:14,80.80,41.43,55.23, , , ,
2017-09-15 13:20:14,82.73,39.43,55.59, , , ,
2017-09-15 13:30:14,81.57,39.63,54.69, , , ,
2017-09-15 13:40:14,80.41,40.09,53.97, , , ,
2017-09-15 13:50:14,79.64,41.56,54.27, , , ,
2017-09-15 14:00:14,78.71,39.66,52.17, , , ,
2017-09-15 14:10:14,78.25,43.06,53.99, , , ,
2017-09-15 14:20:14,78.40,43.13,54.18, , , ,
2017-09-15 14:30:14,78.79,43.88,55.00, , , ,
2017-09-15 14:36:29, , , ,Logged, ,Logged,
